,0,1,2,3,4,5
7999,그랜저 IG,3.0 프리미엄,19/02식,"165,426km",가솔린,"1,700"
8000,그랜저 HG,HG300 노블,12/01식,"149,735km",가솔린,930
8001,그랜저 HG,HG300 익스클루시브,13/11식(14년형),"147,687km",가솔린,"1,150"
8002,그랜저 HG,HG220 디젤 프리미엄,15/05식(16년형),"101,983km",디젤,"1,430"
8003,그랜저 IG,2.4 프리미엄,17/02식,"73,606km",가솔린,"2,199"
8004,그랜저 HG,HG220 디젤 프리미엄,15/05식(16년형),"101,983km",디젤,"1,430"
8005,그랜저 IG,2.4 프리미엄,17/02식,"73,606km",가솔린,"2,199"
8006,더 뉴 그랜저 IG,3.3 캘리그래피,21/07식,"2,515km",가솔린,"4,500"
8007,그랜저 IG,2.4 프리미엄,17/10식(18년형),"43,357km",가솔린,"2,370"
8008,그랜저 HG,HG240 럭셔리,12/03식,"198,669km",가솔린,790
8009,그랜저 IG,2.4 프리미엄,19/03식,"42,035km",가솔린,"2,590"
8010,그랜저 IG,2.4 프리미엄,17/12식(18년형),"64,153km",가솔린,"2,550"
8011,더 뉴 그랜저 IG,2.5 프리미엄 초이스,21/04식,"18,705km",가솔린,"3,430"
8012,더 뉴 그랜저 IG,2.5 프리미엄 초이스,21/04식,"18,705km",가솔린,"3,430"
8013,그랜저 HG,HG300 익스클루시브,14/08식(15년형),"58,482km",가솔린,"1,550"
8014,그랜저 HG,HG240 럭셔리,11/03식,"162,040km",가솔린,680
8015,그랜저 HG,HG240 럭셔리,11/11식(12년형),"106,071km",가솔린,930
8016,그랜저 뉴 럭셔리,Q270 디럭스,08/04식(09년형),"151,000km",가솔린,330
8017,그랜저 HG,LPG HG300 모던,16/09식(17년형),"140,890km",LPG(일반인 구입),"1,355"
8018,그랜저 HG,HG240 모던,15/03식,"117,820km",가솔린,"1,299"
8019,더 럭셔리 그랜저,LPI Q270 모범형,10/01식,"195,119km",LPG(일반인 구입),450
8020,그랜저 HG,HG240 모던 컬렉션,16/09식(17년형),"50,857km",가솔린,"1,599"
8021,그랜저 IG,2.2 디젤 모던,17/03식(18년형),"126,410km",디젤,"1,779"
8022,그랜저 IG,2.4 프리미엄,17/12식(18년형),"75,760km",가솔린,"2,259"
8023,그랜저 IG,2.4 프리미엄 스페셜,17/08식(18년형),"51,615km",가솔린,"2,350"
8024,그랜저 TG,Q270 럭셔리 기본형,05/08식,"174,966km",가솔린,290
8025,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"40,035km",가솔린,"2,949"
8026,그랜저 HG,LPG HG300 택시형,15/09식(16년형),"362,000km",LPG(일반인 구입),489
8027,그랜저 IG,3.0 LPI 택시형 개인형,17/07식(18년형),"347,000km",LPG(일반인 구입),919
8028,그랜저 IG,3.0 익스클루시브,18/03식,"65,611km",가솔린,"2,250"
8029,그랜저 IG,2.4 모던,17/11식(18년형),"66,494km",가솔린,"1,930"
8030,그랜저 IG,3.0 익스클루시브,18/01식,"94,442km",가솔린,"1,850"
8031,그랜저 IG,3.0 LPI 모던,17/03식,"43,748km",LPG(일반인 구입),"2,380"
8032,그랜저 IG,3.0 익스클루시브,17/04식(18년형),"81,683km",가솔린,"2,199"
8033,그랜저 HG,HG240 럭셔리,11/09식,"113,722km",가솔린,899
8034,그랜저 HG,HG300 프라임,11/04식,"89,411km",가솔린,999
8035,그랜저 IG,3.0 익스클루시브,17/03식,"26,443km",가솔린,"2,350"
8036,그랜저 IG,2.4 모던,17/02식,"71,992km",가솔린,"1,880"
8037,그랜저 IG,3.0 익스클루시브,16/12식(17년형),"65,404km",가솔린,"2,150"
8038,그랜저 HG,HG300 노블,12/11식,"120,836km",가솔린,990
8039,그랜저 IG,2.4 프리미엄,16/12식(17년형),"73,641km",가솔린,"2,095"
8040,더 뉴 그랜저 IG,2.5 르블랑,21/06식(22년형),"21,038km",가솔린,"3,450"
8041,그랜저 IG 하이브리드,프리미엄,19/02식,"73,007km",가솔린+전기,"2,670"
8042,그랜저 뉴 럭셔리,Q270 프리미어 스마트팩,08/06식(09년형),"169,012km",가솔린,350
8043,,,,,,
8044,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,20/12식(21년형),"85,447km",LPG(일반인 구입),"2,350"
8045,그랜저 HG,LPG HG300 택시형,13/12식(14년형),"541,286km",LPG(일반인 구입),450
8046,그랜저 IG,2.4 모던,17/05식(18년형),"95,276km",가솔린,"2,000"
8047,그랜저 TG,LPI Q270 개인형,07/02식,"282,000km",LPG(일반인 구입),199
8048,그랜저 HG,HG240 모던,15/01식,"148,146km",가솔린,"1,150"
8049,그랜저 HG,HG300 익스클루시브,15/03식,"8,241km",가솔린,"1,450"
8050,그랜저 HG,HG240 럭셔리,12/07식,"183,827km",가솔린,650
8051,그랜저 IG,2.2 디젤 프리미엄,17/12식(18년형),"91,585km",디젤,"2,049"
8052,그랜저 IG,3.0 LPi 모던 (렌터카),17/06식(18년형),"84,000km",LPG(일반인 구입),"1,790"
8053,그랜저 HG,HG300 노블,12/05식,"114,791km",가솔린,"1,050"
8054,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,20/08식,"93,927km",LPG(일반인 구입),"2,470"
8055,그랜저 HG,HG220 디젤 모던,15/05식,"218,187km",디젤,880
8056,그랜저 HG,HG330 셀러브리티,14/09식,"61,938km",가솔린,"1,340"
8057,그랜저 HG,HG240 모던,16/01식,"53,480km",가솔린,"1,690"
8058,그랜저 HG,HG240 럭셔리,11/07식,"130,706km",가솔린,830
8059,그랜저 HG,HG300 익스클루시브,15/01식,"131,412km",가솔린,"1,320"
8060,그랜저 HG,HG300 익스클루시브,13/03식,"102,044km",가솔린,"1,140"
8061,그랜저 HG,HG300 프라임,11/05식,"125,589km",가솔린,790
8062,그랜저 HG,HG220 디젤 모던,15/12식(16년형),"100,545km",디젤,"1,299"
8063,그랜저 HG,LPG HG300 프라임,12/03식,"240,000km",LPG(일반인 구입),550
8064,그랜저 HG,LPG HG300 프라임,11/11식(12년형),"304,000km",LPG(일반인 구입),430
8065,그랜저 HG,LPG HG300 프라임,11/05식,"138,000km",LPG(일반인 구입),799
8066,그랜저 IG,3.0 LPI 택시형 모범형,17/01식,"276,000km",LPG(일반인 구입),970
8067,그랜저 HG,LPG HG300 모던,14/10식(15년형),"167,551km",LPG(일반인 구입),"1,100"
8068,그랜저 HG,HG300 노블,12/05식,"110,000km",가솔린,"1,050"
8069,그랜저 HG,HG240 모던,14/01식,"102,962km",가솔린,"1,080"
8070,그랜저 HG,HG240 럭셔리,11/06식,"110,000km",가솔린,850
8071,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,"58,000km",디젤,"2,650"
8072,그랜저 IG,2.2 디젤 프리미엄,18/03식,"37,529km",디젤,"2,420"
8073,그랜저 HG,LPG HG300 익스클루시브,15/01식,"72,270km",LPG(일반인 구입),"1,790"
8074,그랜저 IG,2.4 프리미엄,16/12식(17년형),"57,392km",가솔린,"2,060"
8075,그랜저 IG,3.0 익스클루시브 스페셜,17/01식,"70,050km",가솔린,"2,620"
8076,그랜저 IG,2.4 프리미엄,19/11식,"49,525km",가솔린,"2,480"
8077,그랜저 IG,2.2 디젤 프리미엄,18/03식,"37,529km",디젤,"2,420"
8078,그랜저 TG,Q270 럭셔리 기본형,07/04식,"137,898km",가솔린,290
8079,그랜저 HG,HG300 프리미엄,12/03식,"113,206km",가솔린,940
8080,그랜저 뉴 럭셔리,Q270 디럭스,08/04식(09년형),"203,101km",가솔린,290
8081,그랜저 HG,LPG HG300 익스클루시브,15/01식,"72,270km",LPG(일반인 구입),"1,790"
8082,그랜저 HG,HG220 디젤 프리미엄,15/01식,"152,893km",디젤,"1,099"
8083,더 뉴 그랜저 IG,2.5 캘리그래피,19/12식(20년형),"46,276km",가솔린,"3,380"
8084,그랜저 HG,HG300 노블,12/01식,"228,704km",가솔린,670
8085,,,,,,
8086,그랜저 HG,LPG HG300 택시형,14/05식,"205,364km",LPG(일반인 구입),599
8087,그랜저 HG,LPG HG300 모던,15/12식(16년형),"128,573km",LPG(일반인 구입),"1,230"
8088,그랜저 IG,2.4 프리미엄,18/11식(19년형),"80,635km",가솔린,"2,219"
8089,그랜저 HG,HG220 디젤 프리미엄,15/02식,"154,000km",디젤,"1,270"
8090,그랜저 HG,HG240 럭셔리,11/04식,"78,559km",가솔린,890
8091,그랜저 HG,HG300 프라임,12/07식,"102,519km",가솔린,920
8092,그랜저 HG,HG240 모던,13/12식(14년형),"63,125km",가솔린,"1,450"
8093,그랜저 HG,HG240 모던,14/12식(15년형),"153,259km",가솔린,"1,250"
8094,그랜저 HG,LPG HG300 모던,13/09식(14년형),"114,000km",LPG(일반인 구입),"1,185"
8095,그랜저 HG,HG240 모던,13/04식,"140,000km",가솔린,949
8096,그랜저 IG,3.0 LPi 모던 (렌터카),18/12식(19년형),"64,989km",LPG(일반인 구입),"2,070"
8097,그랜저 HG,HG220 디젤 모던,15/09식(16년형),"101,693km",디젤,"1,240"
8098,그랜저 HG,HG220 디젤 모던,14/10식(15년형),"100,345km",디젤,"1,180"
8099,그랜저 HG,LPG HG300 장애인용,13/06식(14년형),"79,921km",LPG(일반인 구입),"1,530"
8100,그랜저 HG,HG300 로얄,12/02식,"204,406km",가솔린,598
8101,그랜저 HG,HG220 디젤 프리미엄,14/08식(15년형),"128,381km",디젤,"1,180"
8102,그랜저 HG,HG240 럭셔리,11/12식,"130,000km",가솔린,870
8103,그랜저 IG,3.0 익스클루시브 스페셜,19/06식,"43,967km",가솔린,"2,680"
8104,그랜저 IG,3.0 익스클루시브 스페셜,19/06식,"43,967km",가솔린,"2,680"
8105,그랜저 HG,HG240 모던,13/07식(14년형),"197,838km",가솔린,640
8106,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/03식,"150,222km",가솔린,250
8107,그랜저 IG,3.0 LPi 모던 (렌터카),18/05식(19년형),"150,662km",LPG(일반인 구입),"1,620"
8108,그랜저 IG,3.0 익스클루시브,16/12식(17년형),"158,633km",가솔린,"1,590"
8109,더 뉴 그랜저 IG,3.3 익스클루시브,20/06식,"16,273km",가솔린,"3,440"
8110,그랜저 HG,HG300 노블,11/02식,"170,909km",가솔린,660
8111,그랜저 IG,2.2 디젤 프리미엄,18/01식,"99,731km",디젤,"1,560"
8112,그랜저 HG,HG300 프리미엄,13/02식,"126,800km",가솔린,"1,000"
8113,그랜저 IG,3.0 LPi 모던 (렌터카),17/10식(18년형),"120,760km",LPG(일반인 구입),"1,690"
8114,그랜저 HG,HG300 익스클루시브,14/01식,"68,000km",가솔린,"1,400"
8115,그랜저 HG,HG300 프라임,11/11식(12년형),"120,000km",가솔린,860
8116,그랜저 IG,3.3 셀러브리티,18/03식,"85,440km",가솔린,"2,540"
8117,그랜저 IG,2.4 프리미엄 스페셜,18/02식,"49,760km",가솔린,"2,490"
8118,그랜저 HG,HG240 럭셔리,11/01식,"160,396km",가솔린,880
8119,그랜저 HG,HG240 모던,13/03식,"116,415km",가솔린,"1,099"
8120,그랜저 HG 하이브리드,프리미엄,15/10식(16년형),"46,161km",가솔린+전기,"2,150"
8121,그랜저 HG,HG300 노블,11/07식,"160,063km",가솔린,760
8122,그랜저 TG,Q240 디럭스 기본형,07/03식,"160,000km",가솔린,299
8123,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,"89,362km",디젤,"2,190"
8124,그랜저 IG,2.4 모던,17/12식(18년형),"83,050km",가솔린,"1,970"
8125,그랜저 IG,3.0 익스클루시브,17/07식(18년형),"77,830km",가솔린,"2,060"
8126,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 모던,20/01식,"48,519km",LPG(일반인 구입),"2,600"
8127,더 뉴 그랜저 IG,2.5 캘리그래피,20/06식,"29,188km",가솔린,"3,590"
8128,그랜저 HG,HG240 모던,14/04식,"76,451km",가솔린,"1,490"
8129,그랜저 IG,3.0 LPi 모던 (렌터카),19/04식,"129,956km",LPG(일반인 구입),"1,890"
8130,그랜저 IG,2.2 디젤 프리미엄,17/03식(18년형),"45,766km",디젤,"2,550"
8131,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/04식,"71,977km",가솔린,"2,790"
8132,그랜저 HG,HG220 디젤 프리미엄,14/09식(15년형),"108,295km",디젤,"1,450"
8133,,,,,,
8134,그랜저 HG,LPG HG300 프라임,12/10식,"138,107km",LPG(일반인 구입),920
8135,그랜저 HG,LPG HG300 이그제큐티브,11/06식,"80,440km",LPG(일반인 구입),999
8136,그랜저 IG,3.0 LPi 모던 (렌터카),19/01식,"55,265km",LPG(일반인 구입),"2,390"
8137,그랜저 IG,3.0 LPi 모던 (렌터카),17/01식,"89,747km",LPG(일반인 구입),"2,130"
8138,그랜저 HG,HG240 모던,16/11식(17년형),"44,591km",가솔린,"1,390"
8139,더 뉴 그랜저 IG,3.3 익스클루시브,20/04식,"24,750km",가솔린,"3,600"
8140,그랜저 IG,3.0 익스클루시브 스페셜,17/02식,"57,760km",가솔린,"2,270"
8141,뉴 그랜저 XG,R25 기본형,02/11식,"84,109km",가솔린,200
8142,그랜저 HG,HG240 럭셔리,12/08식,"83,271km",가솔린,"1,040"
8143,그랜저 뉴 럭셔리,Q240 디럭스,08/07식(09년형),"138,388km",가솔린,350
8144,그랜저 IG,3.0 익스클루시브,18/09식(19년형),"122,000km",가솔린,"1,950"
8145,그랜저 HG,HG240 모던 컬렉션,16/09식(17년형),"102,003km",가솔린,"1,380"
8146,그랜저 IG,3.0 LPI 택시형 개인형,17/03식(18년형),"145,175km",LPG(일반인 구입),"1,390"
8147,그랜저 HG,HG240 럭셔리,11/02식,"241,566km",가솔린,590
8148,그랜저 IG,3.0 LPI 택시형 개인형,19/03식,"170,929km",LPG(일반인 구입),"1,380"
8149,그랜저 뉴 럭셔리,LPI Q270 모범형,09/11식(10년형),"187,000km",LPG(일반인 구입),380
8150,그랜저 IG 하이브리드,익스클루시브 스페셜,18/02식,"95,425km",가솔린+전기,"2,799"
8151,그랜저 HG,HG240 모던,15/07식(16년형),"131,325km",가솔린,999
8152,더 뉴 그랜저 IG,3.0 LPi 익스클루시브,20/08식,"54,050km",LPG(일반인 구입),"3,390"
8153,,,,,,
8154,그랜저 IG,2.2 디젤 프리미엄,18/03식,"54,000km",디젤,"2,290"
8155,그랜저 HG,HG220 디젤 프리미엄,15/02식,"164,144km",디젤,"1,150"
8156,그랜저 HG,LPG HG300 모던,14/01식,"175,264km",LPG(일반인 구입),850
8157,그랜저 IG,3.0 프리미엄,19/02식,"65,251km",가솔린,"2,270"
8158,그랜저 IG,3.0 익스클루시브,18/02식,"60,956km",가솔린,"2,270"
8159,그랜저 IG,3.0 익스클루시브,18/04식,"57,649km",가솔린,"2,290"
8160,그랜저 IG 하이브리드,익스클루시브 스페셜,19/10식,"22,605km",가솔린+전기,"3,390"
8161,그랜저 HG,HG240 모던,15/07식,"24,126km",가솔린,"1,610"
8162,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/08식(10년형),"127,800km",가솔린,490
8163,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/05식,"36,401km",가솔린+전기,"4,190"
8164,그랜저 IG,3.0 LPi 모던 (렌터카),17/01식,"83,000km",LPG(일반인 구입),"2,030"
8165,그랜저 HG,LPG HG300 프라임,12/07식,"262,186km",LPG(일반인 구입),490
8166,그랜저 IG 하이브리드,익스클루시브 스페셜,18/09식(19년형),"57,598km",가솔린+전기,"3,070"
8167,더 뉴 그랜저 IG,2.5 캘리그래피,20/05식,"76,810km",가솔린,"3,150"
8168,그랜저 IG,2.4 프리미엄,18/02식,"135,767km",가솔린,"1,680"
8169,그랜저 TG,Q270 럭셔리 기본형,07/09식(08년형),"50,359km",가솔린,350
8170,그랜저 HG,LPG HG300 프라임,11/11식(12년형),"145,800km",LPG(일반인 구입),790
8171,그랜저 IG,2.4 프리미엄,18/05식(19년형),"54,885km",가솔린,"2,300"
8172,그랜저 IG 하이브리드,익스클루시브,17/08식(18년형),"59,259km",가솔린+전기,"2,730"
8173,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/01식,"21,387km",가솔린+전기,"3,700"
8174,그랜저 IG 하이브리드,익스클루시브,17/08식(18년형),"59,259km",가솔린+전기,"2,730"
8175,그랜저 IG 하이브리드,프리미엄,19/02식,"107,593km",가솔린+전기,"2,229"
8176,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"73,945km",가솔린,"2,479"
8177,그랜저 IG 하이브리드,프리미엄,18/03식,"136,251km",가솔린+전기,"2,089"
8178,그랜저 IG,2.4 모던,18/12식(19년형),"18,544km",가솔린,"2,329"
8179,그랜저 IG,3.0 프리미엄,19/02식,"79,301km",가솔린,"2,279"
8180,그랜저 IG,3.0 프리미엄,19/03식,"47,040km",가솔린,"2,379"
8181,그랜저 IG,2.4 모던,17/02식,"88,788km",가솔린,"1,869"
8182,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),16/12식(17년형),"125,409km",LPG(일반인 구입),"1,499"
8183,그랜저 IG,3.0 익스클루시브 스페셜,17/04식(18년형),"30,701km",가솔린,"2,580"
8184,그랜저 TG,LPI Q270 모범형 팩2,07/11식(08년형),"162,317km",LPG(일반인 구입),399
8185,그랜저 IG,3.0 익스클루시브,17/04식(18년형),"96,757km",가솔린,"1,780"
8186,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/12식,"23,613km",가솔린,"3,150"
8187,그랜저 HG,HG300 프리미엄,11/02식,"121,421km",가솔린,890
8188,그랜저 HG,HG300 프라임,11/03식,"105,615km",가솔린,880
8189,그랜저 IG,3.0 익스클루시브,17/04식(18년형),"72,916km",가솔린,"2,290"
8190,더 뉴 그랜저 IG,2.5 캘리그래피,20/04식,"40,845km",가솔린,"3,480"
8191,더 뉴 그랜저 IG,2.5 캘리그래피,20/04식,"40,845km",가솔린,"3,480"
8192,그랜저 IG,3.0 LPI 모던,18/08식(19년형),"88,000km",LPG(일반인 구입),"2,140"
8193,그랜저 IG 하이브리드,익스클루시브,18/02식,"49,536km",가솔린+전기,"3,190"
8194,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/05식(18년형),"78,620km",LPG(일반인 구입),"2,530"
8195,그랜저 HG,HG300 프라임,11/03식,"177,903km",가솔린,780
8196,그랜저 HG,LPG HG300 프라임,12/01식,"117,203km",LPG(일반인 구입),"1,000"
8197,그랜저 IG,2.4 모던,18/04식,"74,746km",가솔린,"1,950"
8198,그랜저 HG,HG300 프리미엄,14/05식,"255,360km",가솔린,780
8199,그랜저 HG,HG300 노블,12/09식,"122,000km",가솔린,"1,020"
8200,그랜저 TG,LPI Q270 모범형 팩1,08/01식,"136,030km",LPG(일반인 구입),440
8201,그랜저 IG,2.2 디젤 프리미엄,18/11식(19년형),"58,117km",디젤,"2,350"
8202,그랜저 IG,2.4 모던,18/01식,"89,236km",가솔린,"2,499"
8203,그랜저 IG,2.4 프리미엄,18/08식(19년형),"85,475km",가솔린,"2,145"
8204,그랜저 HG,HG300 프라임,11/11식(12년형),"153,000km",가솔린,790
8205,그랜저 HG,HG240 모던,14/03식,"106,711km",가솔린,"1,270"
8206,그랜저 TG,Q270 럭셔리 기본형,07/12식(08년형),"81,858km",가솔린+LPG,399
8207,더 럭셔리 그랜저,Q270 럭셔리 기본형,10/08식,"169,638km",가솔린,420
8208,그랜저 IG,3.0 프리미엄,19/02식,"51,341km",가솔린,"2,390"
8209,그랜저 HG,HG300 로얄,11/04식,"183,131km",가솔린,620
8210,,,,,,
8211,그랜저 IG,2.4 프리미엄 스페셜,18/05식,"104,628km",가솔린,"1,890"
8212,그랜저 IG,2.4 프리미엄,17/01식,"44,695km",가솔린,"2,320"
8213,그랜저 TG,Q270 럭셔리 기본형,07/01식,"86,631km",가솔린,300
8214,그랜저 HG,LPG HG300 모던,15/07식(16년형),"180,444km",LPG(일반인 구입),950
8215,그랜저 HG,HG240 모던,11/06식,"89,966km",가솔린,870
8216,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,19/06식,"63,508km",LPG(일반인 구입),"2,699"
8217,그랜저 HG,HG300 로얄,12/09식,"136,119km",가솔린,920
8218,그랜저 IG,3.0 익스클루시브,18/12식(19년형),"34,665km",가솔린,"2,570"
8219,그랜저 IG,3.0 LPi 모던 (렌터카),17/03식,"56,951km",LPG(일반인 구입),"2,020"
8220,그랜저 HG,HG300 프리미엄,14/06식,"116,551km",가솔린,"1,130"
8221,더 뉴 그랜저 IG,3.3 캘리그래피,20/06식,"34,900km",가솔린,"3,890"
8222,그랜저 IG,3.0 익스클루시브,18/12식(19년형),"34,665km",가솔린,"2,570"
8223,그랜저 IG,3.0 LPi 모던 (렌터카),17/03식,"56,951km",LPG(일반인 구입),"2,020"
8224,그랜저 IG,2.4 모던,18/02식,"55,533km",가솔린,"2,100"
8225,그랜저 IG,2.4 모던,18/02식,"66,179km",가솔린,"2,210"
8226,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/05식,"101,000km",가솔린,350
8227,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),"57,348km",가솔린+전기,"2,980"
8228,그랜저 HG,HG300 프라임,12/11식,"51,918km",가솔린,"1,190"
8229,그랜저 HG,HG240 모던,13/01식,"57,521km",가솔린,"1,390"
8230,그랜저 HG,HG300 노블,11/04식,"81,348km",가솔린,"1,050"
8231,그랜저 HG 하이브리드,프리미엄,14/04식(15년형),"70,558km",가솔린+전기,"1,850"
8232,그랜저 IG,2.4 프리미엄,18/05식,"42,343km",가솔린,"2,510"
8233,그랜저 HG,LPG HG300 모던,13/06식(14년형),"128,991km",LPG(일반인 구입),"1,090"
8234,그랜저 HG,HG220 디젤 모던,16/08식,"71,711km",디젤,"1,250"
8235,그랜저 HG,LPG HG300 모던,16/11식(17년형),"128,810km",LPG(일반인 구입),"1,330"
8236,그랜저 HG,HG300 프라임,12/09식,"139,219km",가솔린,790
8237,그랜저 IG,2.4 프리미엄,18/03식,"45,342km",가솔린,"2,250"
8238,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,07/08식(08년형),"137,066km",가솔린,230
8239,더 럭셔리 그랜저,Q270 24주년 스페셜 에디션 럭셔리 I,10/07식(11년형),"168,314km",가솔린,570
