,model,option,year,odometer,fuel,price,car
2945,그랜저 HG,HG300 익스클루시브,15/01식,89335,가솔린,1459,grandure
2946,그랜저 IG,2.4 모던,18/06식(19년형),10800,가솔린,2499,grandure
2947,그랜저 HG,HG240 럭셔리,11/05식,116751,가솔린,778,grandure
2948,그랜저 IG,2.4 프리미엄 스페셜,18/01식,70728,가솔린,2550,grandure
2949,그랜저 IG,2.4 프리미엄,17/03식(18년형),107957,가솔린,1950,grandure
2950,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/04식,45066,가솔린,2890,grandure
2951,그랜저 IG,3.0 LPi 모던 (렌터카),17/09식(18년형),150827,LPG(일반인 구입),1590,grandure
2952,그랜저 HG,HG240 럭셔리,11/09식,52513,가솔린,1150,grandure
2953,그랜저 HG,HG240 럭셔리,11/07식,173331,가솔린,749,grandure
2954,그랜저 IG,2.4 프리미엄 스페셜,18/04식,101792,가솔린,1699,grandure
2955,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),60049,가솔린,2550,grandure
2956,그랜저 TG,LPI Q270 모범형 팩1,08/07식(09년형),216250,LPG(일반인 구입),329,grandure
2957,그랜저 IG,3.0 익스클루시브,17/05식(18년형),76790,가솔린,1980,grandure
2958,그랜저 IG,2.4 프리미엄,17/06식(18년형),50282,가솔린,2150,grandure
2959,그랜저 IG,2.2 디젤 모던,18/01식,250000,디젤,1390,grandure
2960,그랜저 HG,HG240 럭셔리,12/01식,153373,가솔린,770,grandure
2961,그랜저 IG,3.3 셀러브리티,18/02식,47491,가솔린,2899,grandure
2962,더 뉴 그랜저 IG,2.5 익스클루시브,20/03식,15514,가솔린,3450,grandure
2963,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),18/02식,173193,LPG(일반인 구입),1929,grandure
2964,그랜저 HG,HG300 익스클루시브,13/12식(14년형),129398,가솔린,1100,grandure
2965,그랜저 HG,HG300 익스클루시브,15/01식,89335,가솔린,1459,grandure
2966,그랜저 IG,2.4 모던,18/06식(19년형),10800,가솔린,2499,grandure
2967,그랜저 HG,HG240 럭셔리,11/05식,116751,가솔린,778,grandure
2968,그랜저 IG,2.4 프리미엄 스페셜,18/01식,70728,가솔린,2550,grandure
2969,그랜저 IG,2.4 프리미엄,17/03식(18년형),107957,가솔린,1950,grandure
2970,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/04식,45066,가솔린,2890,grandure
2971,그랜저 IG,3.0 익스클루시브,18/01식,42044,가솔린,2380,grandure
2972,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),104229,가솔린+전기,2320,grandure
2974,그랜저 IG,3.0 익스클루시브,18/03식,34752,가솔린,2420,grandure
2975,그랜저 HG,LPG HG300 이그제큐티브,11/12식(12년형),120000,LPG(일반인 구입),790,grandure
2976,그랜저 IG,3.3 셀러브리티,17/09식(18년형),53739,가솔린,2730,grandure
2977,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/06식(19년형),95675,디젤,2260,grandure
2978,그랜저 IG,3.0 익스클루시브,17/06식(18년형),76459,가솔린,2230,grandure
2979,그랜저 IG,2.4 모던,18/07식(19년형),52163,가솔린,1900,grandure
2980,그랜저 IG,2.4 프리미엄,19/06식,34701,가솔린,2520,grandure
2981,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/12식(20년형),29625,가솔린+전기,4399,grandure
2982,그랜저 IG,2.4 프리미엄,18/07식(19년형),56422,가솔린,2670,grandure
2983,그랜저 IG 하이브리드,익스클루시브,19/03식,82131,가솔린+전기,2860,grandure
2984,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),73732,가솔린,2599,grandure
2985,그랜저 HG,HG240 모던,15/01식,109570,가솔린,1380,grandure
2986,그랜저 IG 하이브리드,익스클루시브,18/05식(19년형),34380,가솔린+전기,3160,grandure
2987,더 뉴 그랜저 IG,2.5 익스클루시브,20/11식(21년형),26684,가솔린,3580,grandure
2988,그랜저 IG,3.0 LPI 택시형 모범형,19/03식,138152,LPG(일반인 구입),1700,grandure
2989,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,92193,가솔린,2320,grandure
2990,그랜저 HG,LPG HG300 택시형,12/12식,172146,LPG(일반인 구입),850,grandure
2991,더 뉴 그랜저 IG,2.5 캘리그래피,20/02식,18762,가솔린,3350,grandure
2992,더 뉴 그랜저 IG,2.5 익스클루시브,20/04식,38991,가솔린,3200,grandure
2993,그랜저 HG,HG240 모던,15/06식(16년형),144259,가솔린,1180,grandure
2994,그랜저 IG,2.4 익스클루시브 스페셜,19/09식,62384,가솔린,2190,grandure
2995,그랜저 IG,3.0 LPi 모던 (렌터카),18/02식,50377,LPG(일반인 구입),2350,grandure
2996,그랜저 뉴 럭셔리,LPI Q270 팩2,08/06식(09년형),203228,LPG(일반인 구입),290,grandure
2997,그랜저 IG,2.4 프리미엄 스페셜,17/11식(18년형),44079,가솔린,2330,grandure
2998,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,92568,가솔린,2240,grandure
2999,더 럭셔리 그랜저,Q270 럭셔리 기본형,10/03식,99206,가솔린,650,grandure
3000,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,52658,가솔린+전기,3150,grandure
3001,그랜저 IG,2.4 프리미엄,17/03식(18년형),107957,가솔린,1950,grandure
3002,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/04식,45066,가솔린,2890,grandure
3003,그랜저 IG,3.0 익스클루시브,18/01식,42044,가솔린,2380,grandure
3004,그랜저 IG 하이브리드,프리미엄,18/05식(19년형),104229,가솔린+전기,2320,grandure
3005,그랜저 IG,3.0 익스클루시브,18/03식,34752,가솔린,2420,grandure
3006,그랜저 HG,LPG HG300 이그제큐티브,11/12식(12년형),120000,LPG(일반인 구입),790,grandure
3007,그랜저 IG,3.3 셀러브리티,17/09식(18년형),53739,가솔린,2730,grandure
3008,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/06식(19년형),95675,디젤,2260,grandure
3009,그랜저 IG,3.0 익스클루시브,17/06식(18년형),76459,가솔린,2230,grandure
3010,그랜저 IG,2.4 모던,18/07식(19년형),52163,가솔린,1900,grandure
3012,그랜저 IG,2.4 프리미엄,19/06식,34701,가솔린,2520,grandure
3013,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/12식(20년형),29625,가솔린+전기,4399,grandure
3014,그랜저 IG,2.4 프리미엄,18/07식(19년형),56422,가솔린,2670,grandure
3015,그랜저 IG 하이브리드,익스클루시브,19/03식,82131,가솔린+전기,2860,grandure
3016,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),73732,가솔린,2599,grandure
3017,그랜저 HG,HG240 모던,15/01식,109570,가솔린,1380,grandure
3018,그랜저 IG 하이브리드,익스클루시브,18/05식(19년형),34380,가솔린+전기,3160,grandure
3019,더 뉴 그랜저 IG,2.5 익스클루시브,20/11식(21년형),26684,가솔린,3580,grandure
3020,그랜저 IG,3.0 LPI 택시형 모범형,19/03식,138152,LPG(일반인 구입),1700,grandure
3021,그랜저 IG,3.0 익스클루시브 스페셜,19/03식,92193,가솔린,2320,grandure
3022,그랜저 HG,LPG HG300 택시형,12/12식,172146,LPG(일반인 구입),850,grandure
3023,더 뉴 그랜저 IG,2.5 캘리그래피,20/02식,18762,가솔린,3350,grandure
3024,더 뉴 그랜저 IG,2.5 익스클루시브,20/04식,38991,가솔린,3200,grandure
3025,그랜저 HG,HG240 모던,15/06식(16년형),144259,가솔린,1180,grandure
3026,그랜저 IG,2.4 익스클루시브 스페셜,19/09식,62384,가솔린,2190,grandure
3027,그랜저 IG,3.0 LPi 모던 (렌터카),18/02식,50377,LPG(일반인 구입),2350,grandure
3028,그랜저 뉴 럭셔리,LPI Q270 팩2,08/06식(09년형),203228,LPG(일반인 구입),290,grandure
3029,그랜저 IG,2.4 프리미엄 스페셜,17/11식(18년형),44079,가솔린,2330,grandure
3030,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,92568,가솔린,2240,grandure
3031,더 럭셔리 그랜저,Q270 럭셔리 기본형,10/03식,99206,가솔린,650,grandure
3032,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,52658,가솔린+전기,3150,grandure
3033,그랜저 HG,LPG HG300 프리미엄,14/03식,115031,LPG(일반인 구입),1330,grandure
3034,더 뉴 그랜저 IG,2.5 캘리그래피,20/07식,19573,가솔린,3830,grandure
3035,그랜저 IG,2.4 프리미엄,18/07식(19년형),45394,가솔린,2630,grandure
3036,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/01식,36360,가솔린+전기,4170,grandure
3037,그랜저 HG,HG300 프라임,12/03식,45391,가솔린,9999,grandure
3038,그랜저 IG,3.0 익스클루시브 스페셜,19/01식,53797,가솔린,2670,grandure
3039,그랜저 HG,HG240 모던,15/12식(16년형),135474,가솔린,1250,grandure
3040,그랜저 IG,2.4 모던,16/12식(17년형),83323,가솔린,1790,grandure
3041,그랜저 HG,HG240 모던,14/08식(15년형),126964,가솔린,1280,grandure
3042,그랜저 IG 하이브리드,익스클루시브 스페셜,18/05식(19년형),80749,가솔린+전기,2890,grandure
3043,그랜저 HG,HG300 익스클루시브,15/06식,211883,가솔린,890,grandure
3044,그랜저 IG,3.0 익스클루시브 스페셜,17/05식(18년형),108410,가솔린,2050,grandure
3045,그랜저 IG,2.4 프리미엄 스페셜,18/01식,94500,가솔린,2080,grandure
3046,더 럭셔리 그랜저,Q270 디럭스,09/12식(10년형),55733,가솔린,680,grandure
3047,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),123154,디젤,930,grandure
3048,그랜저 HG,HG300 익스클루시브,13/05식(14년형),129249,가솔린,899,grandure
3049,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,20/01식,15482,LPG(일반인 구입),3170,grandure
3050,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,102278,가솔린,1749,grandure
3051,그랜저 HG,HG300 프라임,12/03식,45391,가솔린,9999,grandure
3052,그랜저 IG,3.0 익스클루시브 스페셜,19/01식,53797,가솔린,2670,grandure
3053,그랜저 HG,HG240 모던,15/12식(16년형),135474,가솔린,1250,grandure
3054,그랜저 IG,2.4 모던,16/12식(17년형),83323,가솔린,1790,grandure
3055,그랜저 HG,HG240 모던,14/08식(15년형),126964,가솔린,1280,grandure
3056,그랜저 IG 하이브리드,익스클루시브 스페셜,18/05식(19년형),80749,가솔린+전기,2890,grandure
3057,그랜저 HG,HG300 익스클루시브,15/06식,211883,가솔린,890,grandure
3059,그랜저 IG,3.0 익스클루시브 스페셜,17/05식(18년형),108410,가솔린,2050,grandure
3060,그랜저 IG,2.4 프리미엄 스페셜,18/01식,94500,가솔린,2080,grandure
3061,더 럭셔리 그랜저,Q270 디럭스,09/12식(10년형),55733,가솔린,680,grandure
3062,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),123154,디젤,930,grandure
3063,그랜저 HG,HG300 익스클루시브,13/05식(14년형),129249,가솔린,899,grandure
3064,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,20/01식,15482,LPG(일반인 구입),3170,grandure
3065,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,102278,가솔린,1749,grandure
3066,그랜저 IG,3.0 LPi 모던 (렌터카),17/12식(18년형),93321,LPG(일반인 구입),9999,grandure
3067,그랜저 IG,3.0 LPi 모던 (렌터카),19/11식,54033,LPG(일반인 구입),1999,grandure
3068,그랜저 IG,3.0 LPi 모던 (렌터카),18/12식(19년형),43882,LPG(일반인 구입),2200,grandure
3069,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/10식,27556,가솔린+전기,4290,grandure
3070,그랜저 HG,HG240 모던 컬렉션,16/08식(17년형),65827,가솔린,1650,grandure
3071,그랜저 HG,LPG HG300 이그제큐티브,11/07식,222210,LPG(일반인 구입),720,grandure
3072,그랜저 HG,HG300 익스클루시브,13/04식(14년형),134347,가솔린,980,grandure
3073,그랜저 IG,3.0 LPi 모던 (렌터카),19/10식,30367,LPG(일반인 구입),2260,grandure
3074,그랜저 HG,HG240 럭셔리,12/11식,131651,가솔린,820,grandure
3075,그랜저 HG,HG240 모던,16/02식,103850,가솔린,1399,grandure
3076,그랜저 IG,2.4 프리미엄,17/04식(18년형),39876,가솔린,2295,grandure
3077,그랜저 IG,3.0 LPi 모던 (렌터카),19/01식,87229,LPG(일반인 구입),2259,grandure
3078,그랜저 HG,HG300 익스클루시브,16/01식,98723,가솔린,1430,grandure
3079,그랜저 IG,3.0 LPi 모던 (렌터카),17/07식(18년형),73072,LPG(일반인 구입),2149,grandure
3080,그랜저 HG,HG300 익스클루시브,13/02식,127079,가솔린,1370,grandure
3081,더 뉴 그랜저 IG,3.0 LPi (택시형) 모범형,20/10식,79501,LPG(일반인 구입),2520,grandure
3082,그랜저 IG,2.4 프리미엄,17/10식(18년형),42617,가솔린,2320,grandure
3083,그랜저 HG,HG300 노블,11/04식,203606,가솔린,670,grandure
3084,그랜저 HG,HG240 럭셔리,12/05식,146468,가솔린,970,grandure
3085,그랜저 HG,HG240 모던,13/07식(14년형),62721,가솔린,1470,grandure
3086,그랜저 IG,3.0 LPi 모던 (렌터카),18/12식(19년형),119200,LPG(일반인 구입),1789,grandure
3087,그랜저 HG,HG300 익스클루시브 스페셜,14/12식(15년형),123076,가솔린,1550,grandure
3088,그랜저 HG,LPG HG300 모던,14/01식,126436,LPG(일반인 구입),1280,grandure
3089,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/03식,67240,디젤,2340,grandure
3090,그랜저 HG 하이브리드,프리미엄,15/01식,164000,가솔린+전기,1299,grandure
3091,그랜저 HG,LPG HG300 모던,13/11식(14년형),170085,LPG(일반인 구입),890,grandure
3092,그랜저 HG,HG240 모던,15/09식(16년형),82248,가솔린,1380,grandure
3093,더 뉴 그랜저 IG,3.0 LPi 프리미엄,21/03식,17061,LPG(일반인 구입),3120,grandure
3094,그랜저 IG 하이브리드,익스클루시브,19/02식,21949,가솔린+전기,3130,grandure
3095,더 뉴 그랜저 IG,2.5 프리미엄,20/04식,19308,가솔린,2430,grandure
3096,그랜저 IG,2.4 익스클루시브 스페셜,18/11식(19년형),65411,가솔린,2750,grandure
3097,그랜저 IG,3.0 LPi 모던 (렌터카),18/04식,132838,LPG(일반인 구입),1699,grandure
3099,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,19883,가솔린+전기,4350,grandure
3100,그랜저 IG,2.2 디젤 프리미엄,17/11식(18년형),70607,디젤,2240,grandure
3101,그랜저 IG,2.2 디젤 프리미엄,17/11식(18년형),70607,디젤,2240,grandure
3102,그랜저 HG,HG300 프라임,12/01식,129836,가솔린,940,grandure
3103,그랜저 HG,HG300 노블,12/03식,92573,가솔린,970,grandure
3104,그랜저 IG,3.0 익스클루시브 스페셜,16/12식(17년형),116088,가솔린,1999,grandure
3105,그랜저 HG,HG300 익스클루시브,14/08식(15년형),196949,가솔린,830,grandure
3106,그랜저 HG,LPG HG300 모던,15/12식(16년형),132650,LPG(일반인 구입),780,grandure
3107,그랜저 뉴 럭셔리,Q240 디럭스,09/03식,55677,가솔린,470,grandure
3108,그랜저 IG,2.4 프리미엄 스페셜,16/11식(17년형),39144,가솔린,2490,grandure
3109,그랜저 IG,3.0 익스클루시브,17/06식(18년형),80070,가솔린,2170,grandure
3110,그랜저 IG,3.0 익스클루시브,18/03식,55525,가솔린,2530,grandure
3111,그랜저 HG,LPG HG300 모던,15/10식(16년형),95978,LPG(일반인 구입),1430,grandure
3112,그랜저 HG,HG240 럭셔리,12/01식,69794,가솔린,1020,grandure
3113,그랜저 HG,HG240 럭셔리,12/05식,161832,가솔린,720,grandure
3114,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/06식(19년형),44866,디젤,2550,grandure
3115,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,24549,가솔린,3150,grandure
3116,그랜저 HG,HG240 모던 컬렉션,16/07식(17년형),170647,가솔린,990,grandure
3117,그랜저 HG,HG300 프라임,11/10식(12년형),117203,가솔린,739,grandure
3118,그랜저 IG,3.0 익스클루시브,17/05식(18년형),76790,가솔린,1980,grandure
3119,더 뉴 그랜저 IG,3.3 캘리그래피,21/05식(22년형),18000,가솔린,2610,grandure
3120,그랜저 HG,HG300 프라임,11/12식(12년형),99998,가솔린,1020,grandure
3121,그랜저 IG,2.4 프리미엄 스페셜,17/01식,108075,가솔린,1720,grandure
3122,그랜저 IG 하이브리드,익스클루시브 스페셜,19/07식,25991,가솔린+전기,3295,grandure
3123,그랜저 HG,LPG HG300 프라임,11/06식,229403,LPG(일반인 구입),720,grandure
3124,그랜저 IG 하이브리드,익스클루시브,19/03식,82131,가솔린+전기,2860,grandure
3125,그랜저 IG,3.0 익스클루시브 스페셜,18/12식(19년형),73732,가솔린,2599,grandure
3126,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/08식(18년형),128024,디젤,1870,grandure
3127,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),17/03식,145254,LPG(일반인 구입),1490,grandure
3128,그랜저 IG 하이브리드,익스클루시브,17/07식(18년형),51488,가솔린+전기,2430,grandure
3129,그랜저 HG,HG240 모던,15/01식,109570,가솔린,1380,grandure
3130,그랜저 HG,LPG HG300 이그제큐티브,12/10식,120104,LPG(일반인 구입),1130,grandure
3131,그랜저 HG,HG300 프리미엄,15/01식,138697,가솔린,1230,grandure
3132,그랜저 IG,2.4 모던,17/12식(18년형),89389,가솔린,1530,grandure
3133,그랜저 HG,HG240 모던,14/01식,101843,가솔린,990,grandure
3134,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/02식,97217,디젤,2490,grandure
3135,그랜저 IG 하이브리드,익스클루시브,18/05식(19년형),34380,가솔린+전기,3160,grandure
3136,그랜저 HG,HG240 럭셔리,12/02식,111988,가솔린,710,grandure
3137,그랜저 IG 하이브리드,익스클루시브 스페셜,19/06식,146340,가솔린+전기,2280,grandure
3138,더 뉴 그랜저 IG,2.5 익스클루시브,20/06식,84117,가솔린,2980,grandure
3139,그랜저 HG,HG300 익스클루시브,14/07식(15년형),159148,가솔린,1099,grandure
3140,그랜저 IG,2.4 프리미엄,17/07식(18년형),19093,가솔린,2460,grandure
3141,그랜저 IG,3.0 LPi 모던 (렌터카),18/04식,65891,LPG(일반인 구입),2260,grandure
3142,그랜저 IG 하이브리드,프리미엄,18/01식,37316,가솔린+전기,2799,grandure
3143,그랜저 IG,2.4 프리미엄 스페셜,17/06식(18년형),112450,가솔린,1850,grandure
3144,더 뉴 그랜저 IG,2.5 익스클루시브,20/11식(21년형),26684,가솔린,3580,grandure
3145,그랜저 IG 하이브리드,프리미엄,18/02식,95089,가솔린+전기,2550,grandure
3146,그랜저 IG,2.4 모던,18/01식,15473,가솔린,2260,grandure
3148,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/11식(21년형),42651,가솔린+전기,4097,grandure
3149,더 뉴 그랜저 IG,3.3 캘리그래피,20/11식,28913,가솔린,3790,grandure
3150,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/11식,11833,가솔린,3170,grandure
3151,그랜저 IG 하이브리드,익스클루시브 스페셜,19/06식,146340,가솔린+전기,2280,grandure
3152,더 뉴 그랜저 IG,2.5 익스클루시브,20/06식,84117,가솔린,2980,grandure
3153,그랜저 HG,HG300 익스클루시브,14/07식(15년형),159148,가솔린,1099,grandure
3154,그랜저 IG,2.4 프리미엄,17/07식(18년형),19093,가솔린,2460,grandure
3155,그랜저 IG,3.0 LPi 모던 (렌터카),18/04식,65891,LPG(일반인 구입),2260,grandure
3156,그랜저 IG 하이브리드,프리미엄,18/01식,37316,가솔린+전기,2799,grandure
3157,그랜저 IG,2.4 프리미엄 스페셜,17/06식(18년형),112450,가솔린,1850,grandure
3158,더 뉴 그랜저 IG,2.5 익스클루시브,20/11식(21년형),26684,가솔린,3580,grandure
3159,그랜저 IG 하이브리드,프리미엄,18/02식,95089,가솔린+전기,2550,grandure
3160,그랜저 IG,2.4 모던,18/01식,15473,가솔린,2260,grandure
3161,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/11식(21년형),42651,가솔린+전기,4097,grandure
3162,더 뉴 그랜저 IG,3.3 캘리그래피,20/11식,28913,가솔린,3790,grandure
3163,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/11식,11833,가솔린,3170,grandure
3164,그랜저 IG,2.4 프리미엄,17/06식(18년형),47424,가솔린,2390,grandure
3165,그랜저 IG,2.4 프리미엄 스페셜,17/06식(18년형),174128,가솔린,1650,grandure
3166,그랜저 IG,3.0 LPI 택시형 모범형,17/02식,265000,LPG(일반인 구입),1130,grandure
3167,그랜저 HG,HG300 노블,11/04식,209000,가솔린,680,grandure
3168,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),211870,디젤,940,grandure
3169,그랜저 HG,HG240 럭셔리,11/04식,91560,가솔린,1080,grandure
3170,그랜저 HG,HG240 모던,13/01식,105535,가솔린,1180,grandure
3172,그랜저 HG,HG240 럭셔리,12/03식,61908,가솔린,1180,grandure
3173,그랜저 HG,HG240 럭셔리,11/07식,220000,가솔린,640,grandure
3174,그랜저 HG,HG240 스페셜,14/12식(15년형),220000,가솔린,830,grandure
3176,그랜저 IG,3.0 LPi 모던 (렌터카),18/04식,132838,LPG(일반인 구입),1699,grandure
3177,그랜저 IG,3.0 익스클루시브 스페셜,17/07식(18년형),29926,가솔린,2850,grandure
3178,더 럭셔리 그랜저,LPI Q270 모범형,10/04식,306561,LPG(일반인 구입),350,grandure
3179,그랜저 IG,2.4 프리미엄 스페셜,18/06식(19년형),112282,가솔린,1880,grandure
3180,그랜저 HG,LPG HG300 모던,14/11식(15년형),136797,LPG(일반인 구입),999,grandure
3181,그랜저 IG,3.0 익스클루시브 스페셜,18/02식,91632,가솔린,2570,grandure
3182,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,19883,가솔린+전기,4350,grandure
3183,그랜저 IG,2.4 프리미엄 스페셜,17/11식(18년형),57562,가솔린,1899,grandure
3184,그랜저 HG,HG240 럭셔리,12/05식,155919,가솔린,760,grandure
3185,그랜저 HG,HG300 프리미엄,15/02식,119260,가솔린,1090,grandure
3186,그랜저 IG,2.2 디젤 프리미엄,17/11식(18년형),70607,디젤,2240,grandure
3187,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),74697,가솔린+전기,3050,grandure
3188,그랜저 HG,LPG HG300 장애인용,11/07식,157451,LPG(일반인 구입),1045,grandure
3189,그랜저 IG 하이브리드,프리미엄,18/02식,95089,가솔린+전기,2550,grandure
3190,그랜저 HG,HG240 모던,14/04식,55452,가솔린,1450,grandure
3191,그랜저 HG,HG300 프리미엄,15/02식,107250,가솔린,1380,grandure
3192,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),77931,디젤,1590,grandure
3193,그랜저 IG,2.4 프리미엄,17/06식(18년형),47424,가솔린,2390,grandure
3194,그랜저 HG,HG240 모던 컬렉션,16/10식(17년형),77720,가솔린,1600,grandure
3195,그랜저 IG,3.3 셀러브리티,17/07식(18년형),118071,가솔린,2330,grandure
3196,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/11식(21년형),42651,가솔린+전기,4097,grandure
3197,그랜저 IG,2.4 모던,18/01식,15473,가솔린,2260,grandure
3198,그랜저 IG,2.4 스페셜,17/11식(18년형),84595,가솔린,2240,grandure
3199,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,20/04식,124710,LPG(일반인 구입),2250,grandure
3200,더 뉴 그랜저 IG,2.5 익스클루시브,20/04식,20793,가솔린,3350,grandure
3201,그랜저 HG,HG240 모던,14/04식,55452,가솔린,1450,grandure
3202,그랜저 HG,HG300 프리미엄,15/02식,107250,가솔린,1380,grandure
3203,그랜저 HG,HG220 디젤 프리미엄,15/11식(16년형),77931,디젤,1590,grandure
3204,그랜저 IG,2.4 프리미엄,17/06식(18년형),47424,가솔린,2390,grandure
3205,그랜저 HG,HG240 모던 컬렉션,16/10식(17년형),77720,가솔린,1600,grandure
3206,그랜저 IG,3.3 셀러브리티,17/07식(18년형),118071,가솔린,2330,grandure
3207,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/11식(21년형),42651,가솔린+전기,4097,grandure
3208,그랜저 IG,2.4 모던,18/01식,15473,가솔린,2260,grandure
3209,그랜저 IG,2.4 스페셜,17/11식(18년형),84595,가솔린,2240,grandure
3210,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형,20/04식,124710,LPG(일반인 구입),2250,grandure
3211,더 뉴 그랜저 IG,2.5 익스클루시브,20/04식,20793,가솔린,3350,grandure
3212,그랜저 IG 하이브리드,익스클루시브 스페셜,18/06식(19년형),89981,가솔린+전기,2699,grandure
3213,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/11식,11833,가솔린,3170,grandure
3215,그랜저 HG,HG240 모던 컬렉션,16/12식(17년형),29616,가솔린,1680,grandure
3216,더 뉴 그랜저 IG,3.3 캘리그래피,20/11식,28913,가솔린,3790,grandure
3217,그랜저 IG,3.0 LPi 모던 (렌터카),18/03식,72019,LPG(일반인 구입),1990,grandure
3218,그랜저 뉴 럭셔리,Q270 럭셔리 스마트팩,08/04식(09년형),57245,가솔린,500,grandure
3219,그랜저 IG 하이브리드,익스클루시브 스페셜,17/09식(18년형),102923,가솔린+전기,2650,grandure
3220,더 럭셔리 그랜저,Q270 럭셔리 기본형,10/03식,123982,가솔린,420,grandure
3221,더 뉴 그랜저 IG,3.3 익스클루시브,20/04식,12076,가솔린,3550,grandure
3222,그랜저 HG,HG240 모던,14/04식,207604,가솔린,680,grandure
3223,그랜저 HG 하이브리드,프리미엄,16/11식(17년형),44111,가솔린+전기,2050,grandure
3224,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),17/01식,139905,LPG(일반인 구입),1550,grandure
3225,그랜저 TG,Q270 럭셔리 기본형,05/11식(06년형),101597,가솔린,300,grandure
3226,그랜저 HG,HG300 익스클루시브 스페셜,16/02식,102500,가솔린,1550,grandure
3227,그랜저 HG,HG240 모던,13/07식(14년형),134748,가솔린,1130,grandure
3228,그랜저 TG,Q240 디럭스 기본형,07/05식,142774,가솔린,280,grandure
3229,더 럭셔리 그랜저,Q270 럭셔리 기본형,10/01식,82796,가솔린,580,grandure
3230,그랜저 HG,HG240 모던,15/01식,196581,가솔린,850,grandure
3231,그랜저 IG,3.0 익스클루시브,18/05식(19년형),78573,가솔린,2590,grandure
3232,그랜저 HG,HG300 익스클루시브,13/04식(14년형),116876,가솔린,1220,grandure
3233,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),74697,가솔린+전기,3050,grandure
3234,그랜저 IG,2.4 프리미엄,19/07식,78412,가솔린,2570,grandure
3235,그랜저 HG,HG240 모던 컬렉션,16/12식(17년형),96035,가솔린,1500,grandure
3236,더 뉴 그랜저 IG,2.5 캘리그래피,19/12식(20년형),45828,가솔린,3390,grandure
3237,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),18/04식,40663,LPG(일반인 구입),2780,grandure
3238,그랜저 IG,3.0 프리미엄,19/03식,58099,가솔린,2400,grandure
3239,그랜저 IG,3.0 익스클루시브 스페셜,17/09식(18년형),63954,가솔린,2290,grandure
3240,그랜저 HG,LPG HG300 모던,13/08식(14년형),166234,LPG(일반인 구입),920,grandure
3241,그랜저 IG,3.0 익스클루시브 스페셜,18/01식,61840,가솔린,2630,grandure
3242,그랜저 HG 하이브리드,프리미엄,14/07식(15년형),100728,가솔린+전기,1290,grandure
3243,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),17/12식(18년형),203678,LPG(일반인 구입),1299,grandure
3244,그랜저 IG,3.0 익스클루시브 스페셜,18/07식(19년형),131617,가솔린,1990,grandure
