,model,option,year,odometer,fuel,price,car
2821,아반떼 AD,1.6 GDI 밸류 플러스,17/09식(18년형),69088,가솔린,1390,avante
2822,아반떼 AD,1.6 LPI 스타일(렌터카),17/06식,74467,LPG(일반인 구입),990,avante
2823,아반떼 HD,1.6 VVT S16 럭셔리,09/05식,90897,가솔린,399,avante
2824,더 뉴 아반떼 AD,1.6 스마트,19/05식,100493,가솔린,1350,avante
2825,아반떼 (CN7),1.6 인스퍼레이션,20/04식(21년형),37901,가솔린,2450,avante
2826,아반떼 MD,M16 GDI 프리미어,11/08식(12년형),92947,가솔린,770,avante
2827,아반떼 AD,1.6 GDI 스타일,16/03식,100138,가솔린,990,avante
2828,아반떼 AD,1.6 GDI 스마트,15/12식(16년형),55733,가솔린,9999,avante
2829,아반떼 MD,M16 GDI 프리미어,11/01식,110000,가솔린,680,avante
2830,아반떼 AD,1.6 GDI 밸류 플러스,16/11식(17년형),59000,가솔린,1320,avante
2831,아반떼 HD,1.6 VVT S16 프리미어,08/05식,120000,가솔린,380,avante
2832,아반떼 MD,M16 GDI 스마트,12/10식(13년형),149458,가솔린,620,avante
2833,아반떼 AD,1.6 GDI 밸류 플러스,17/04식(18년형),35285,가솔린,1350,avante
2834,아반떼 MD,M16 GDI 에비뉴,13/03식,104004,가솔린,750,avante
2835,아반떼 AD,1.6 GDI 밸류 플러스,18/05식,51012,가솔린,1430,avante
2836,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/02식,76518,가솔린,950,avante
2837,아반떼 AD,1.6 GDI 스마트,16/12식(17년형),44397,가솔린,1320,avante
2838,아반떼 AD,1.6 GDI 스타일,15/11식(16년형),111093,가솔린,699,avante
2839,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,18/07식,93174,가솔린,1349,avante
2840,아반떼 AD,1.6 GDI 밸류 플러스,17/06식(18년형),100307,가솔린,1130,avante
2841,아반떼 HD,1.6 VVT S16 럭셔리,10/07식,85788,가솔린,520,avante
2842,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/05식(16년형),67700,가솔린,970,avante
2843,아반떼 AD,1.6 GDI 밸류 플러스,18/05식,51012,가솔린,1430,avante
2844,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/02식,76518,가솔린,950,avante
2845,아반떼 AD,1.6 GDI 스마트,16/12식(17년형),44397,가솔린,1320,avante
2846,아반떼 AD,1.6 GDI 밸류 플러스,17/08식(18년형),84317,가솔린,1199,avante
2847,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,13/09식(14년형),68672,가솔린,910,avante
2848,더 뉴 아반떼 AD,1.6 디젤 스타일,19/05식,83508,디젤,1250,avante
2849,더 뉴 아반떼,1.6 VGT 프리미엄 기본형,13/11식(14년형),168991,디젤,730,avante
2851,아반떼 AD,1.6 GDI 밸류 플러스,16/10식(17년형),45261,가솔린,1165,avante
2852,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/02식,117685,가솔린,920,avante
2853,아반떼 AD,1.6 GDI 밸류 플러스,17/12식(18년형),44361,가솔린,1380,avante
2854,아반떼 HD,1.6 VVT S16 프리미어,08/09식,144284,가솔린,369,avante
2855,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,13/09식(14년형),68672,가솔린,910,avante
2856,아반떼 AD,1.6 GDI 밸류 플러스,18/02식,94398,가솔린,1279,avante
2857,아반떼 AD,1.6 터보 스포츠,17/02식,78105,가솔린,1290,avante
2858,아반떼 AD,1.6 GDI 밸류 플러스,17/04식(18년형),47550,가솔린,1390,avante
2859,아반떼 AD,1.6 GDI 스마트,16/11식(17년형),135000,가솔린,920,avante
2860,더 뉴 아반떼,1.6 VGT 스마트 기본형,14/12식(15년형),121948,디젤,660,avante
2861,더 뉴 아반떼 AD,1.6 디젤 스타일,19/01식,41600,디젤,1459,avante
2862,더 뉴 아반떼 AD,1.6 스마트,18/11식(19년형),27700,가솔린,1730,avante
2863,더 뉴 아반떼 AD,1.6 터보 스포츠 프리미엄,19/03식,37000,가솔린,2190,avante
2864,아반떼 AD,1.6 GDI 스마트,16/02식,66020,가솔린,1290,avante
2865,아반떼 (CN7),1.6 인스퍼레이션,20/12식(21년형),30517,가솔린,2400,avante
2866,아반떼 AD,1.6 GDI 밸류 플러스,18/09식,30000,가솔린,1399,avante
2867,아반떼 AD,1.6 GDI 밸류 플러스,17/11식(18년형),59411,가솔린,1380,avante
2868,아반떼 XD,1.5 DOHC 디럭스 기본형,02/01식,80773,가솔린,160,avante
2869,아반떼 AD,1.6 GDI 스타일,15/12식(16년형),167994,가솔린,890,avante
2870,아반떼 MD,M16 GDI 프리미어,10/11식(11년형),67318,가솔린,890,avante
2871,아반떼 AD,1.6 GDI 모던 스페셜,16/11식(17년형),64385,가솔린,1480,avante
2872,아반떼 AD,1.6 e-VGT 스타일,16/10식(17년형),59222,디젤,990,avante
2873,아반떼 HD,1.6 VVT S16 프리미어,09/04식,122381,가솔린,400,avante
2874,아반떼 AD,1.6 GDI 밸류 플러스,18/04식,72391,가솔린,1199,avante
2875,아반떼 MD,M16 GDI 프리미엄,12/10식(13년형),32438,가솔린,870,avante
2876,아반떼 MD,M16 GDI 프리미어,11/07식(12년형),188192,가솔린,570,avante
2877,아반떼 (CN7),1.6 스마트,20/09식(21년형),1767,가솔린,1900,avante
2878,아반떼 HD,1.6 VVT S16 럭셔리,10/05식,109684,가솔린,500,avante
2879,아반떼 AD,1.6 GDI 스마트,15/10식(16년형),72907,가솔린,1100,avante
2880,아반떼 AD,1.6 GDI 스마트,16/04식,58000,가솔린,1239,avante
2881,아반떼 MD,M16 GDI 탑,12/04식,82064,가솔린,800,avante
2882,아반떼 AD,1.6 GDI 모던,16/01식,43564,가솔린,1399,avante
2883,아반떼 AD,1.6 GDI 스타일,15/11식(16년형),107198,가솔린,950,avante
2884,아반떼 AD,1.6 GDI 스마트,15/10식(16년형),72907,가솔린,1100,avante
2885,아반떼 AD,1.6 GDI 모던,16/01식,43564,가솔린,1399,avante
2886,아반떼 HD,1.6 VVT S16 럭셔리,08/11식(09년형),88284,가솔린,365,avante
2887,아반떼 MD,M16 GDI 프리미어,11/01식,102346,가솔린,595,avante
2889,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/07식(15년형),63303,가솔린,895,avante
2890,더 뉴 아반떼,1.6 GDi 모던 기본형,13/12식(14년형),92780,가솔린,860,avante
2891,아반떼 (CN7),1.6 인스퍼레이션,20/07식(21년형),30320,가솔린,2320,avante
2892,아반떼 (CN7),2.0 N,21/09식(22년형),9395,가솔린,3630,avante
2893,아반떼 MD,M16 GDI 럭셔리,12/06식,149829,가솔린,650,avante
2894,더 뉴 아반떼,1.6 GDi 모던 기본형,13/12식(14년형),92780,가솔린,860,avante
2895,아반떼 MD,M16 GDI 모던,12/09식(13년형),126423,가솔린,699,avante
2896,아반떼 AD,1.6 터보 스포츠,18/05식,19149,가솔린,1750,avante
2897,아반떼 AD,1.6 GDI 스타일,16/07식(17년형),118285,가솔린,840,avante
2898,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,17/01식,108317,가솔린,1430,avante
2899,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,110000,가솔린,1190,avante
2900,아반떼 AD,1.6 GDI 모던 스페셜,15/12식(16년형),129140,가솔린,1050,avante
2901,아반떼 MD,M16 GDI 럭셔리,11/09식(12년형),117924,가솔린,590,avante
2902,아반떼 MD,M16 GDI 탑,12/06식,133754,가솔린,775,avante
2903,아반떼 MD,M16 GDI 프리미어,12/10식(13년형),174308,가솔린,639,avante
2904,아반떼 AD,1.6 e-VGT 스마트,16/01식,18317,디젤,1450,avante
2905,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,105000,가솔린,1080,avante
2906,아반떼 (CN7),1.6 모던,20/11식(21년형),10283,가솔린,1950,avante
2907,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/02식,97000,가솔린,780,avante
2908,더 뉴 아반떼,1.6 GDi 텐밀리언 리미티드 기본형,15/04식,68199,가솔린,1130,avante
2909,아반떼 MD,LPI M16 스마트,12/09식(13년형),134159,LPG(일반인 구입),680,avante
2910,아반떼 MD,M16 GDI 럭셔리,10/09식(11년형),94962,가솔린,680,avante
2911,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,17/01식,108317,가솔린,1430,avante
2912,아반떼 MD,M16 GDI 스마트,13/04식,186433,가솔린,590,avante
2913,아반떼 AD,1.6 GDI 밸류 플러스,17/10식(18년형),90300,가솔린,1199,avante
2914,아반떼 AD,1.6 터보 스포츠 오리지널,17/09식(18년형),75777,가솔린,1030,avante
2915,아반떼 AD,1.6 GDI 스타일,15/12식(16년형),122777,가솔린,1050,avante
2916,더 뉴 아반떼 AD,1.6 스마트 초이스,19/10식(20년형),56853,가솔린,1490,avante
2917,아반떼 HD,디젤 1.6 VGT S16 럭셔리,09/11식(10년형),97265,디젤,470,avante
2918,아반떼 AD,1.6 GDI 밸류 플러스,17/10식(18년형),90300,가솔린,1199,avante
2919,아반떼 MD,M16 GDI 스마트,12/10식(13년형),173730,가솔린,430,avante
2920,아반떼 AD,1.6 GDI 밸류 플러스,17/02식,51394,가솔린,1299,avante
2921,더 뉴 아반떼,1.6 GDi 모던 기본형,13/10식(14년형),90563,가솔린,799,avante
2922,아반떼 MD,M16 GDI 스마트,13/02식,125101,가솔린,699,avante
2923,아반떼 MD,M16 GDI 탑,10/09식(11년형),90389,가솔린,735,avante
2924,아반떼 하이브리드 (CN7),인스퍼레이션,20/10식(21년형),44462,가솔린+전기,2829,avante
2925,더 뉴 아반떼 AD,1.6 스타일,19/03식,40813,가솔린,1550,avante
2926,더 뉴 아반떼 AD,1.6 스마트,18/11식(19년형),115045,가솔린,1099,avante
2927,더 뉴 아반떼 AD,1.6 스마트 초이스,19/05식(20년형),52868,가솔린,1710,avante
2928,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/08식(15년형),22813,가솔린,1030,avante
2929,아반떼 MD,M16 GDI 럭셔리,12/03식,115148,가솔린,670,avante
2930,더 뉴 아반떼,1.6 GDi 모던 기본형,14/11식(15년형),40579,가솔린,940,avante
2931,아반떼 AD,1.6 GDI 스타일,16/06식(17년형),81984,가솔린,980,avante
2932,아반떼 MD,M16 GDI 프리미어,11/01식,51249,가솔린,698,avante
2933,아반떼 하이브리드 (CN7),스마트,21/05식,24321,가솔린+전기,2430,avante
2934,아반떼 AD,1.6 GDI 스타일,16/06식(17년형),81984,가솔린,980,avante
2935,아반떼 MD,M16 GDI 럭셔리,11/04식,109843,가솔린,590,avante
2936,아반떼 MD,M16 GDI 디럭스,11/01식,68989,가솔린,599,avante
2937,아반떼 HD,1.6 VVT E16 밸류,09/09식(10년형),86615,가솔린,340,avante
2938,아반떼 MD,M16 GDI 럭셔리,11/04식,121277,가솔린,550,avante
2939,더 뉴 아반떼 AD,1.6 스마트 초이스,19/09식(20년형),59618,가솔린,990,avante
2940,아반떼 AD,1.6 GDI 밸류 플러스,17/11식(18년형),92706,가솔린,1280,avante
2941,아반떼 AD,1.6 GDI 프리미엄,17/10식(18년형),28206,가솔린,1599,avante
2943,아반떼 AD,1.6 LPI 스마트(렌터카),18/06식,91952,LPG(일반인 구입),1149,avante
2944,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,14/06식(15년형),95600,가솔린,960,avante
2945,아반떼 AD,1.6 GDI 프리미엄,17/10식(18년형),28206,가솔린,1599,avante
2946,아반떼 AD,1.6 GDI 밸류 플러스,17/11식(18년형),92706,가솔린,1280,avante
2947,아반떼 AD,1.6 GDI 스타일,16/11식(17년형),61379,가솔린,999,avante
2948,아반떼 MD,M16 GDI 럭셔리,10/11식(11년형),125328,가솔린,499,avante
2949,아반떼 AD,1.6 GDI 밸류 플러스,17/11식(18년형),40468,가솔린,1229,avante
2950,아반떼 MD,M16 GDI 럭셔리,11/07식(12년형),87817,가솔린,620,avante
2951,아반떼 MD,M16 GDI 스마트,13/03식,127093,가솔린,720,avante
2952,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/08식(15년형),91247,가솔린,910,avante
2953,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,14/06식(15년형),95600,가솔린,960,avante
2954,더 뉴 아반떼,1.6 GDi 모던 기본형,14/07식(15년형),110000,가솔린,820,avante
2955,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/11식(15년형),56715,가솔린,1050,avante
2956,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/03식,39980,가솔린,1050,avante
2957,아반떼 AD,1.6 LPI 스타일(렌터카),17/08식(18년형),134476,LPG(일반인 구입),859,avante
2958,더 뉴 아반떼,1.6 GDi 모던 기본형,13/10식(14년형),88756,가솔린,890,avante
2959,더 뉴 아반떼 AD,1.6 스마트,19/12식(20년형),37457,가솔린,1848,avante
2960,아반떼 AD,1.6 GDI 모던 스페셜,16/03식,119322,가솔린,1199,avante
2961,아반떼 MD,M16 GDI 럭셔리,10/09식(11년형),104575,가솔린,410,avante
2962,아반떼 MD,M16 GDI 스마트,13/03식,45845,가솔린,880,avante
2963,아반떼 MD,M16 GDI 프리미어,11/11식(12년형),75700,가솔린,820,avante
2964,아반떼 AD,1.6 GDI 스마트,16/02식,72787,가솔린,1190,avante
2965,아반떼 쿠페,2.0 GDi 스마트,13/05식(14년형),88056,가솔린,799,avante
2966,아반떼 HD,1.6 VVT S16 럭셔리,09/05식,73143,가솔린,369,avante
2967,아반떼 AD,1.6 GDI 모던,16/02식,88385,가솔린,1325,avante
2968,아반떼 HD,1.6 VVT S16 럭셔리,07/02식,94510,가솔린,360,avante
2969,더 뉴 아반떼,1.6 GDi 모던 기본형,13/10식(14년형),88756,가솔린,890,avante
2970,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/03식,41485,가솔린,1000,avante
2972,더 뉴 아반떼 AD,1.6 스마트,18/12식(19년형),100155,가솔린,1390,avante
2973,아반떼 AD,1.6 e-VGT 스마트,17/11식(18년형),88477,디젤,1190,avante
2974,아반떼 AD,1.6 GDI 밸류 플러스,17/03식,56901,가솔린,1259,avante
2975,아반떼 하이브리드 (CN7),인스퍼레이션,20/12식(21년형),29000,가솔린+전기,2799,avante
2976,아반떼 AD,1.6 터보 스포츠,17/01식,47407,가솔린,1250,avante
2977,아반떼 AD,1.6 GDI 스마트,18/01식,131563,가솔린,949,avante
2978,더 뉴 아반떼 AD,1.6 스마트,19/09식(20년형),22151,가솔린,1810,avante
2979,아반떼 AD,1.6 LPI 스타일(렌터카),18/08식,94735,LPG(일반인 구입),890,avante
2980,아반떼 AD,1.6 e-VGT 스마트,15/10식(16년형),114608,디젤,770,avante
2981,아반떼 AD,1.6 GDI 스마트,16/09식(17년형),67560,가솔린,1080,avante
2982,아반떼 (CN7),1.6 LPi 스마트,20/07식(21년형),3771,LPG(일반인 구입),2170,avante
2983,더 뉴 아반떼 AD,1.6 스타일,19/03식,78490,가솔린,1490,avante
2984,아반떼 MD,M16 GDI 디럭스,12/04식,94332,가솔린,630,avante
2985,아반떼 AD,1.6 GDI 밸류 플러스,17/05식(18년형),38160,가솔린,1350,avante
2986,아반떼 AD,1.6 GDI 스마트 스페셜,15/10식(16년형),77824,가솔린,1050,avante
2987,아반떼 (CN7),1.6 LPi 모던,20/05식(21년형),36032,LPG(일반인 구입),1970,avante
2988,아반떼 AD,1.6 GDI 밸류 플러스,17/04식,149758,가솔린,950,avante
2989,아반떼 AD,1.6 GDI 스타일,16/03식,96899,가솔린,9999,avante
2990,아반떼 AD,1.6 GDI 스타일,16/04식,72368,가솔린,950,avante
2991,아반떼 AD,1.6 GDI 스타일,16/04식,66432,가솔린,950,avante
2992,더 뉴 아반떼,1.6 GDi 스타일,13/10식(14년형),126625,가솔린,690,avante
2993,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,13/12식(14년형),41877,가솔린,9999,avante
2994,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/04식,59404,가솔린,720,avante
2995,아반떼 HD,1.6 VVT X16 프리미어,07/07식,141251,가솔린,390,avante
2996,아반떼 AD,1.6 GDI 프리미엄,15/09식(16년형),69118,가솔린,1270,avante
2997,더 뉴 아반떼,1.6 VGT 스타일,14/08식,162583,디젤,580,avante
2998,아반떼 HD,1.6 VVT S16 프리미어,07/04식,119391,가솔린,320,avante
2999,아반떼 AD,1.6 터보 스포츠 오리지널,16/06식(17년형),50600,가솔린,1560,avante
3000,아반떼 AD,1.6 GDI 스마트,16/06식,35344,가솔린,1380,avante
3001,더 뉴 아반떼 AD,1.6 스마트 초이스,19/07식(20년형),59465,가솔린,1620,avante
3002,아반떼 MD,M16 GDI 프리미어,11/02식,118231,가솔린,730,avante
3003,뉴 아반떼 XD,1.6 VVT 골드 기본형,05/05식,68227,가솔린,199,avante
3004,아반떼 AD,1.6 GDI 스마트,16/06식,35344,가솔린,1380,avante
3005,아반떼 MD,M16 GDI 디럭스,11/01식,58780,가솔린,649,avante
3006,더 뉴 아반떼 AD,1.6 스마트 초이스,19/07식(20년형),59465,가솔린,1620,avante
3007,아반떼 HD,1.6 VVT S16 럭셔리,07/07식,111549,가솔린,335,avante
3008,아반떼 XD,5DR 1.5 DOHC 스포츠 기본형,03/04식,93000,가솔린,180,avante
3009,아반떼 MD,M16 GDI 프리미어,10/09식(11년형),135921,가솔린,770,avante
3010,아반떼 AD,1.6 GDI 프리미엄,16/01식,59656,가솔린,1550,avante
3011,아반떼 MD,M16 GDI 디럭스,12/07식,46989,가솔린,720,avante
3012,아반떼 AD,1.6 GDI 스마트 스페셜,15/10식(16년형),85113,가솔린,960,avante
3013,아반떼 MD,M16 GDI 럭셔리,10/09식(11년형),112066,가솔린,650,avante
3014,아반떼 MD,M16 GDI 럭셔리,11/03식,135908,가솔린,560,avante
3015,아반떼 AD,1.6 e-VGT 스타일,16/10식(17년형),56793,디젤,1120,avante
3016,아반떼 AD,1.6 GDI 스마트,17/12식(18년형),102583,가솔린,1100,avante
3017,아반떼 AD,1.6 e-VGT 스마트,17/11식(18년형),90277,디젤,1140,avante
3018,더 뉴 아반떼,1.6 GDi 스타일,13/09식(14년형),21658,가솔린,877,avante
3019,아반떼 AD,1.6 GDI 스마트,17/12식(18년형),101034,가솔린,1100,avante
3020,아반떼 MD,M16 GDI 럭셔리,10/10식(11년형),145734,가솔린,560,avante
3021,아반떼 HD,1.6 VVT S16 럭셔리,08/01식,114000,가솔린,290,avante
3022,아반떼 AD,1.6 터보 스포츠,17/02식,93371,가솔린,20,avante
3023,아반떼 AD,1.6 e-VGT 스타일,16/10식(17년형),56793,디젤,1120,avante
3024,아반떼 AD,1.6 GDI 스마트,17/12식(18년형),102583,가솔린,1100,avante
3025,아반떼 AD,1.6 GDI 스마트,17/12식(18년형),101034,가솔린,1100,avante
3026,아반떼 AD,1.6 e-VGT 스마트,17/11식(18년형),90277,디젤,1140,avante
3027,아반떼 MD,M16 GDI 에비뉴,13/08식(14년형),109000,가솔린,629,avante
3028,아반떼 AD,1.6 GDI 스타일,17/07식(18년형),183559,가솔린,730,avante
3030,아반떼 AD,1.6 GDI 스타일,16/07식(17년형),139152,가솔린,690,avante
3031,아반떼 AD,1.6 GDI 스타일,16/07식(17년형),125343,가솔린,720,avante
3032,더 뉴 아반떼 AD,1.6 스마트,19/10식(20년형),22222,가솔린,1570,avante
3033,아반떼 HD,1.6 VVT E16 디럭스,10/09식,117363,가솔린,430,avante
3034,아반떼 MD,M16 GDI 럭셔리,11/01식,79698,가솔린,590,avante
3035,아반떼 AD,1.6 GDI 밸류 플러스,16/10식(17년형),48256,가솔린,1350,avante
3036,아반떼 MD,M16 GDI 블루세이버,11/07식(12년형),57301,가솔린,760,avante
3037,더 뉴 아반떼,1.6 VGT 모던 기본형,14/12식(15년형),110900,디젤,780,avante
3038,아반떼 AD,1.6 GDI 모던,15/11식(16년형),113000,가솔린,990,avante
3039,아반떼 AD,1.6 GDI 밸류 플러스,16/12식(17년형),56699,가솔린,1330,avante
3040,아반떼 HD,1.6 VVT X16 프리미어,07/10식,156700,가솔린,290,avante
3041,아반떼 MD,M16 GDI 디럭스,11/07식(12년형),125583,가솔린,540,avante
3042,아반떼 MD,M16 GDI 럭셔리,12/04식,162788,가솔린,590,avante
3043,아반떼 AD,1.6 GDI 스마트,17/02식,91358,가솔린,1180,avante
3044,아반떼 AD,1.6 GDI 스타일,17/01식,40420,가솔린,1180,avante
3045,더 뉴 아반떼 AD,1.6 스타일,18/11식(19년형),104180,가솔린,1180,avante
3046,아반떼 AD,1.6 GDI 밸류 플러스,18/09식,54300,가솔린,1490,avante
3047,아반떼 AD,1.6 GDI 밸류 플러스,16/12식(17년형),56699,가솔린,1330,avante
3048,아반떼 MD,M16 GDI 스타일,13/05식(14년형),119331,가솔린,670,avante
3049,아반떼 AD,1.6 e-VGT 프리미엄,15/12식(16년형),82282,디젤,1040,avante
3050,아반떼 AD,1.6 GDI 밸류 플러스,18/05식,36473,가솔린,1470,avante
3051,아반떼 AD,1.6 GDI 밸류 플러스,18/05식,36473,가솔린,1470,avante
3052,아반떼 AD,1.6 GDI 밸류 플러스,18/01식,34868,가솔린,1470,avante
3053,더 뉴 아반떼 AD,1.6 스마트,19/05식,48261,가솔린,1640,avante
3054,아반떼 MD,M16 GDI 프리미어,12/04식,44718,가솔린,970,avante
3055,더 뉴 아반떼 AD,1.6 스마트,18/10식(19년형),70319,가솔린,1380,avante
3056,아반떼 HD,1.6 VVT E16 디럭스,08/10식,81867,가솔린,320,avante
3057,아반떼 AD,1.6 GDI 스타일,16/11식(17년형),66614,가솔린,990,avante
3058,더 뉴 아반떼,1.6 GDi 모던 기본형,14/05식,133700,가솔린,790,avante
3059,아반떼 MD,M16 GDI 럭셔리,11/09식(12년형),137234,가솔린,570,avante
3060,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,37770,가솔린,1410,avante
3061,아반떼 AD,1.6 GDI 스타일,17/01식,40420,가솔린,1180,avante
3062,아반떼 AD,1.6 GDI 스마트,17/02식,91358,가솔린,1180,avante
3063,더 뉴 아반떼 AD,1.6 스타일,18/11식(19년형),104180,가솔린,1180,avante
3064,아반떼 AD,1.6 GDI 모던,17/01식,81767,가솔린,1280,avante
3065,아반떼 AD,1.6 GDI 모던,18/09식,51940,가솔린,1599,avante
3066,아반떼 AD,1.6 GDI 밸류 플러스,16/09식(17년형),71209,가솔린,1190,avante
3067,아반떼 MD,M16 GDI 럭셔리,10/11식(11년형),165062,가솔린,530,avante
3068,아반떼 AD,1.6 e-VGT 스마트,17/02식,63277,디젤,1190,avante
3069,아반떼 AD,1.6 GDI 스마트,15/09식(16년형),66388,가솔린,1080,avante
3070,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,13/12식(14년형),66461,가솔린,980,avante
3071,아반떼 AD,1.6 터보 스포츠,17/10식(18년형),81896,가솔린,1380,avante
3072,아반떼 MD,M16 GDI 럭셔리,10/09식(11년형),107864,가솔린,650,avante
3073,아반떼 MD,M16 GDI 럭셔리,11/05식,132147,가솔린,660,avante
3074,더 뉴 아반떼,1.6 GDi 프리미엄 기본형,13/12식(14년형),66461,가솔린,980,avante
3075,아반떼 AD,1.6 터보 스포츠,17/10식(18년형),81896,가솔린,1380,avante
3076,아반떼 AD,1.6 GDI 스마트,15/09식(16년형),66388,가솔린,1080,avante
3077,아반떼 MD,M16 GDI 에비뉴,13/03식,125573,가솔린,730,avante
3078,아반떼 AD,1.6 GDI 밸류 플러스,16/12식(17년형),113074,가솔린,1069,avante
3079,아반떼 MD,M16 GDI 럭셔리,12/02식,170515,가솔린,490,avante
3080,아반떼 AD,1.6 터보 스포츠,17/09식(18년형),47859,가솔린,1690,avante
3081,아반떼 (CN7),1.6 LPi (렌터카) 스마트,20/05식(21년형),23600,LPG(일반인 구입),2180,avante
3082,아반떼 AD,1.6 GDI 밸류 플러스,16/12식(17년형),79308,가솔린,1170,avante
3084,아반떼 MD,M16 GDI 스마트,13/01식,112000,가솔린,730,avante
3085,아반떼 MD,M16 GDI 럭셔리,11/09식(12년형),128646,가솔린,590,avante
3086,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/06식(16년형),33198,가솔린,1090,avante
3087,아반떼 MD,M16 GDI 블루세이버,11/09식(12년형),30362,가솔린,860,avante
3088,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,47728,가솔린,1390,avante
3089,아반떼 AD,1.6 GDI 스마트 스페셜,16/05식(17년형),69622,가솔린,1169,avante
3090,아반떼 AD,1.6 GDI 밸류 플러스,16/11식(17년형),90174,가솔린,1180,avante
3091,아반떼 AD,1.6 LPI 스타일(렌터카),17/11식(18년형),100429,LPG(일반인 구입),915,avante
3092,아반떼 AD,1.6 GDI 모던,15/11식(16년형),64029,가솔린,1370,avante
3093,아반떼 MD,M16 GDI 럭셔리,11/04식,177261,가솔린,480,avante
3094,아반떼 MD,M16 GDI 탑,12/04식,90867,가솔린,580,avante
3095,아반떼 AD,1.6 터보 스포츠,17/01식,81785,가솔린,1380,avante
3096,더 뉴 아반떼,1.6 VGT 모던 기본형,15/02식,123362,디젤,630,avante
3097,아반떼 AD,1.6 터보 스포츠,17/01식,88000,가솔린,979,avante
3098,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,18/03식,59367,가솔린,1499,avante
3099,아반떼 AD,1.6 GDI 스마트,15/10식(16년형),115532,가솔린,970,avante
3100,아반떼 AD,1.6 GDI 스마트,16/03식,110724,가솔린,1020,avante
3101,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/04식,67528,가솔린,870,avante
3102,아반떼 AD,1.6 GDI 모던 스페셜,16/02식,76000,가솔린,1250,avante
3103,더 뉴 아반떼 AD,1.6 LPi 스타일(렌터카용),18/11식(19년형),94752,LPG(일반인 구입),1099,avante
3104,아반떼 MD,M16 GDI 에비뉴,13/07식(14년형),129639,가솔린,740,avante
3106,아반떼 AD,1.6 LPI 스마트(렌터카),18/08식,64791,LPG(일반인 구입),1379,avante
3107,아반떼 MD,M16 GDI 에비뉴,13/05식(14년형),94881,가솔린,870,avante
3108,아반떼 MD,M16 GDI 프리미어,12/03식,118980,가솔린,740,avante
3109,아반떼 AD,1.6 GDI 밸류 플러스,17/04식(18년형),80127,가솔린,1290,avante
3110,아반떼 AD,1.6 터보 스포츠,16/07식(17년형),70302,가솔린,1490,avante
3111,아반떼 MD,M16 GDI 럭셔리,12/02식,88637,가솔린,650,avante
3112,아반떼 AD,1.6 GDI 밸류 플러스,17/12식(18년형),109566,가솔린,950,avante
3113,아반떼 MD,M16 GDI 모던,13/01식,77585,가솔린,890,avante
3114,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,17/01식,84085,가솔린,1270,avante
3115,아반떼 AD,1.6 터보 스포츠,18/03식,53359,가솔린,1200,avante
3116,아반떼 AD,1.6 LPI 스타일(렌터카),17/07식(18년형),93038,LPG(일반인 구입),1130,avante
3117,더 뉴 아반떼,1.6 GDi 스마트 기본형,13/11식(14년형),127110,가솔린,650,avante
3118,더 뉴 아반떼,1.6 GDi 스타일,13/12식(14년형),70194,가솔린,780,avante
3119,아반떼 HD,1.6 VVT S16 럭셔리,08/01식,146902,가솔린,340,avante
3120,아반떼 (CN7),1.6 인스퍼레이션,20/04식(21년형),19427,가솔린,2430,avante
3121,아반떼 AD,1.6 GDI 밸류 플러스,17/04식(18년형),62387,가솔린,1410,avante
3122,아반떼 (CN7),1.6 모던,22/05식(23년형),13,가솔린,2550,avante
3123,아반떼 MD,M16 GDI 에비뉴,13/03식,186976,가솔린,590,avante
3124,더 뉴 아반떼,1.6 LPi 스타일,15/09식(16년형),78847,LPG(일반인 구입),730,avante
3125,아반떼 MD,M16 GDI 럭셔리,11/08식(12년형),123000,가솔린,650,avante
3126,아반떼 MD,M16 GDI 디럭스,11/09식(12년형),129933,가솔린,590,avante
