,model,option,year,odometer,fuel,price,car
1639,아반떼 AD,1.6 GDI 스마트,18/01식,83014,가솔린,1239,avante
1640,아반떼 AD,1.6 GDI 모던,15/09식(16년형),67574,가솔린,890,avante
1641,아반떼 MD,M16 GDI 럭셔리,11/05식(12년형),133051,가솔린,610,avante
1642,아반떼 HD,1.6 VVT S16 프리미어,09/03식,67898,가솔린,490,avante
1643,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,87923,가솔린,1350,avante
1644,아반떼 (CN7),1.6 인스퍼레이션,21/09식,3233,가솔린,2490,avante
1645,아반떼 AD,1.6 GDI 스마트,16/05식(17년형),68300,가솔린,1320,avante
1646,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),65079,가솔린,1250,avante
1647,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47021,가솔린,1450,avante
1648,더 뉴 아반떼 AD,1.6 스마트,19/05식,66167,가솔린,1520,avante
1649,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/09식(15년형),71671,가솔린,590,avante
1650,아반떼 AD,1.6 GDI 프리미엄,15/11식(16년형),94511,가솔린,1379,avante
1651,아반떼 (CN7),1.6 인스퍼레이션,20/05식(21년형),24743,가솔린,2450,avante
1652,아반떼 AD,1.6 GDI 밸류 플러스,17/04식,43972,가솔린,1350,avante
1653,아반떼 (CN7),1.6 모던,22/04식,1677,가솔린,2350,avante
1654,아반떼 AD,1.6 GDI 밸류 플러스,17/03식,61566,가솔린,1299,avante
1655,아반떼 AD,1.6 GDI 스마트,16/05식,46175,가솔린,1330,avante
1656,아반떼 AD,1.6 GDI 스마트 스페셜,16/02식,74668,가솔린,1230,avante
1657,아반떼 AD,1.6 LPI 스타일(렌터카),17/11식(18년형),104015,LPG(일반인 구입),990,avante
1658,더 뉴 아반떼 AD,1.6 터보 스포츠 모던,19/03식,76242,가솔린,1270,avante
1659,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,63968,가솔린,1370,avante
1661,아반떼 (CN7),1.6 인스퍼레이션,20/11식(21년형),2403,가솔린,2480,avante
1662,아반떼 AD,1.6 GDI 밸류 플러스,18/07식,66382,가솔린,1360,avante
1663,아반떼 AD,1.6 GDI 모던,15/12식(16년형),79942,가솔린,1399,avante
1664,아반떼 (CN7),1.6 LPi 모던,20/06식(21년형),42378,LPG(일반인 구입),2399,avante
1665,아반떼 MD,M16 GDI 에비뉴,13/05식(14년형),91000,가솔린,790,avante
1666,아반떼 AD,1.6 GDI 밸류 플러스,17/12식(18년형),109408,가솔린,970,avante
1667,아반떼 AD,1.6 GDI 모던,16/02식,144904,가솔린,1090,avante
1668,아반떼 AD,1.6 GDI 밸류 플러스,17/06식(18년형),63756,가솔린,1349,avante
1669,더 뉴 아반떼,1.6 GDi 모던 기본형,14/08식(15년형),31476,가솔린,1089,avante
1670,아반떼 (CN7),1.6 모던,21/05식,9731,가솔린,7777,avante
1671,더 뉴 아반떼 AD,1.6 스마트,19/05식,79146,가솔린,1599,avante
1673,아반떼 MD,M16 GDI 럭셔리,11/01식,121190,가솔린,550,avante
1674,아반떼 하이브리드,HDeIII 기본형,11/03식,155672,LPG+전기,520,avante
1675,아반떼 AD,1.6 터보 스포츠 오리지널,18/04식,39726,가솔린,1590,avante
1676,아반떼 (CN7),1.6 인스퍼레이션,20/11식(21년형),2403,가솔린,2480,avante
1677,아반떼 쿠페,2.0 GDi 프리미엄 튜익스 화이트팩,14/04식(15년형),50885,가솔린,870,avante
1678,아반떼 (CN7),1.6 모던,20/06식(21년형),43663,가솔린,1799,avante
1679,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,63968,가솔린,1370,avante
1680,아반떼 AD,1.6 e-VGT 스마트,16/01식,125623,디젤,900,avante
1681,아반떼 AD,1.6 GDI 스마트,16/03식,47733,가솔린,1330,avante
1682,아반떼 MD,M16 GDI 럭셔리,10/11식(11년형),68107,가솔린,600,avante
1683,아반떼 AD,1.6 LPI 스타일(렌터카),17/11식(18년형),104015,LPG(일반인 구입),990,avante
1684,아반떼 MD,M16 GDI 럭셔리,10/08식(11년형),127141,가솔린,520,avante
1685,더 뉴 아반떼 AD,1.6 터보 스포츠 모던,19/03식,76242,가솔린,1270,avante
1686,더 뉴 아반떼 AD,1.6 스마트 초이스,19/09식(20년형),108991,가솔린,1290,avante
1688,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,18/03식,40346,가솔린,1950,avante
1689,아반떼 AD,1.6 GDI 스마트,18/01식,83014,가솔린,1239,avante
1690,아반떼 AD,1.6 GDI 모던,15/09식(16년형),67574,가솔린,890,avante
1691,아반떼 MD,M16 GDI 럭셔리,11/05식(12년형),133051,가솔린,610,avante
1692,아반떼 HD,1.6 VVT S16 프리미어,09/03식,67898,가솔린,490,avante
1693,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,87923,가솔린,1350,avante
1694,아반떼 (CN7),1.6 인스퍼레이션,21/09식,3233,가솔린,2490,avante
1695,아반떼 AD,1.6 GDI 스마트,16/05식(17년형),68300,가솔린,1320,avante
1696,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),65079,가솔린,1250,avante
1697,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47021,가솔린,1450,avante
1698,더 뉴 아반떼 AD,1.6 스마트,19/05식,66167,가솔린,1520,avante
1699,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/09식(15년형),71671,가솔린,590,avante
1700,아반떼 AD,1.6 GDI 프리미엄,15/11식(16년형),94511,가솔린,1379,avante
1701,아반떼 AD,1.6 GDI 스마트,16/05식(17년형),68300,가솔린,1320,avante
1702,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),65079,가솔린,1250,avante
1703,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47021,가솔린,1450,avante
1704,더 뉴 아반떼 AD,1.6 스마트,19/05식,66167,가솔린,1520,avante
1705,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/09식(15년형),71671,가솔린,590,avante
1706,아반떼 AD,1.6 GDI 프리미엄,15/11식(16년형),94511,가솔린,1379,avante
1707,아반떼 AD,1.6 GDI 모던,16/09식(17년형),54453,가솔린,1230,avante
1708,아반떼 AD,1.6 GDI 밸류 플러스,16/11식(17년형),49867,가솔린,1230,avante
1709,아반떼 AD,1.6 e-VGT 스마트,16/05식(17년형),88272,디젤,1190,avante
1710,아반떼 AD,1.6 GDI 밸류 플러스,17/02식,57108,가솔린,1350,avante
1711,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/07식(16년형),101810,가솔린,750,avante
1712,아반떼 AD,1.6 GDI 모던,15/11식(16년형),54571,가솔린,1430,avante
1713,아반떼 (CN7),1.6 모던,21/05식,9731,가솔린,7777,avante
1714,아반떼 (CN7),1.6 인스퍼레이션,20/10식(21년형),22861,가솔린,2450,avante
1715,아반떼 AD,1.6 LPI 스타일(렌터카),15/10식(16년형),78979,LPG(일반인 구입),960,avante
1716,아반떼 MD,M16 GDI 모던,12/10식(13년형),62217,가솔린,730,avante
1717,아반떼 AD,1.6 GDI 스마트 스페셜,16/03식,23597,가솔린,1370,avante
1718,아반떼 AD,1.6 터보 스포츠,18/02식,25641,가솔린,1790,avante
1719,아반떼 (CN7),1.6 인스퍼레이션,20/05식(21년형),16201,가솔린,2380,avante
1720,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,18/03식,40346,가솔린,1950,avante
1721,아반떼 (CN7),2.0 N,03/02식,13692,가솔린,3299,avante
1722,아반떼 AD,1.6 e-VGT 스마트,17/09식(18년형),63847,디젤,1230,avante
1724,아반떼 HD,1.6 VVT S16 프리미어,09/02식,129642,가솔린,410,avante
1725,더 뉴 아반떼,1.6 GDi 모던 기본형,13/10식(14년형),113215,가솔린,790,avante
1726,아반떼 AD,1.6 LPI 스타일(렌터카),17/04식(18년형),84147,LPG(일반인 구입),850,avante
1727,더 뉴 아반떼 AD,1.6 스타일,19/03식,24982,가솔린,1689,avante
1728,아반떼 (CN7),2.0 N,22/01식,5702,가솔린,3690,avante
1729,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,78355,가솔린,1320,avante
1730,더 뉴 아반떼 AD,1.6 스마트,18/10식(19년형),30508,가솔린,1630,avante
1731,아반떼 (CN7),1.6 인스퍼레이션,21/09식,3233,가솔린,2490,avante
1732,더 뉴 아반떼,1.6 VGT 스마트 기본형,13/12식(14년형),170907,디젤,569,avante
1733,아반떼 MD,M16 GDI 프리미어,12/01식,125808,가솔린,600,avante
1734,더 뉴 아반떼 AD,1.6 스마트 초이스,20/01식,67522,가솔린,1580,avante
1735,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,93277,가솔린,1190,avante
1736,아반떼 AD,1.6 터보 스포츠,17/06식(18년형),70137,가솔린,1290,avante
1737,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/04식(16년형),32796,가솔린,1050,avante
1738,더 뉴 아반떼 AD,1.6 LPi 스마트(렌터카용),19/05식,91737,LPG(일반인 구입),1240,avante
1739,아반떼 (CN7),2.0 N,21/12식(22년형),1806,가솔린,3500,avante
1740,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/01식,124982,가솔린,799,avante
1741,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),65079,가솔린,1250,avante
1742,아반떼 AD,1.6 GDI 밸류 플러스,17/11식(18년형),67002,가솔린,1430,avante
1743,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47021,가솔린,1450,avante
1744,아반떼 AD,1.6 GDI 스마트,16/05식(17년형),68300,가솔린,1320,avante
1745,아반떼 MD,M16 GDI 프리미어,11/05식,96238,가솔린,720,avante
1746,더 뉴 아반떼 AD,1.6 스마트,19/05식,66167,가솔린,1520,avante
1747,아반떼 AD,1.6 GDI 프리미엄,15/11식(16년형),94511,가솔린,1379,avante
1748,아반떼 MD,M16 GDI 스마트,13/01식,110397,가솔린,829,avante
1749,아반떼 HD,1.6 VVT S16 럭셔리,09/02식,70958,가솔린,430,avante
1750,더 뉴 아반떼 AD,1.6 LPi 스타일,18/10식(19년형),139582,LPG(일반인 구입),935,avante
1751,아반떼 AD,1.6 GDI 모던,16/09식(17년형),54453,가솔린,1230,avante
1752,아반떼 AD,1.6 GDI 밸류 플러스,16/11식(17년형),49867,가솔린,1230,avante
1753,더 뉴 아반떼 AD,1.6 프리미엄,18/09식(19년형),20241,가솔린,1740,avante
1754,아반떼 MD,M16 GDI 프리미어,10/12식(11년형),71538,가솔린,700,avante
1755,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/06식,108858,가솔린,849,avante
1756,아반떼 AD,1.6 터보 스포츠,18/02식,79772,가솔린,1620,avante
1757,더 뉴 아반떼 AD,1.6 스마트,19/04식,85289,가솔린,1440,avante
1758,아반떼 AD,1.6 GDI 모던 스페셜,15/10식(16년형),67233,가솔린,1390,avante
1759,아반떼 AD,1.6 e-VGT 스마트,16/05식(17년형),88272,디젤,1190,avante
1760,아반떼 MD,M16 GDI 프리미엄,13/06식(14년형),105245,가솔린,800,avante
1761,아반떼 MD,M16 GDI 프리미엄,13/05식(14년형),116552,가솔린,850,avante
1762,아반떼 AD,1.6 터보 스포츠,16/12식(17년형),112082,가솔린,990,avante
1763,더 뉴 아반떼 AD,1.6 스마트,18/10식(19년형),93926,가솔린,1299,avante
1764,아반떼 AD,1.6 GDI 밸류 플러스,17/02식,57108,가솔린,1350,avante
1765,아반떼 AD,1.6 터보 스포츠,17/01식,103907,가솔린,1100,avante
1766,더 뉴 아반떼 AD,1.6 스마트,18/11식(19년형),82969,가솔린,1370,avante
1767,더 뉴 아반떼 AD,1.6 LPi 스마트(렌터카용),19/05식,91737,LPG(일반인 구입),1240,avante
1768,더 뉴 아반떼 AD,1.6 스마트,20/03식,18966,가솔린,1750,avante
1769,아반떼 AD,1.6 LPI 스타일(렌터카),15/10식(16년형),78979,LPG(일반인 구입),960,avante
1770,아반떼 MD,M16 GDI 프리미어,11/03식,170273,가솔린,650,avante
1771,아반떼 HD,1.6 VVT S16 럭셔리,07/03식,63994,가솔린,389,avante
1772,아반떼 MD,M16 GDI 에비뉴,13/06식(14년형),69643,가솔린,790,avante
1773,아반떼 AD,1.6 GDI 스마트 스페셜,16/03식,23597,가솔린,1370,avante
1774,아반떼 AD,1.6 GDI 스마트,17/11식(18년형),13921,가솔린,1449,avante
1775,아반떼 (CN7),2.0 N,21/12식(22년형),1806,가솔린,3500,avante
1776,더 뉴 아반떼 AD,1.6 스마트,19/01식,83301,가솔린,1320,avante
1777,아반떼 AD,1.6 터보 스포츠,17/06식(18년형),70137,가솔린,1290,avante
1778,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/04식(16년형),32796,가솔린,1050,avante
1779,더 뉴 아반떼,1.6 GDi 모던 기본형,13/10식(14년형),130878,가솔린,820,avante
1780,아반떼 MD,M16 GDI 럭셔리,11/03식,91373,가솔린,600,avante
1781,더 뉴 아반떼,1.6 GDi 스마트 기본형,13/09식(14년형),153625,가솔린,690,avante
1782,아반떼 AD,1.6 GDI 밸류 플러스,17/06식(18년형),15197,가솔린,1520,avante
1783,아반떼 AD,1.6 GDI 밸류 플러스,18/02식,40553,가솔린,1370,avante
1784,더 뉴 아반떼 AD,1.6 스마트,18/12식(19년형),9676,가솔린,1950,avante
1785,더 뉴 아반떼,1.6 GDi 모던 기본형,14/04식,64500,가솔린,899,avante
1786,아반떼 HD,1.6 VVT S16 럭셔리,07/08식,106000,가솔린,359,avante
1787,아반떼 HD,1.6 VVT S16 럭셔리,09/04식,111000,가솔린,349,avante
1788,아반떼 AD,1.6 터보 스포츠,18/02식,55500,가솔린,1290,avante
1789,아반떼 AD,1.6 GDI 밸류 플러스,18/05식,66027,가솔린,1390,avante
1790,아반떼 AD,1.6 GDI 밸류 플러스,17/10식(18년형),7000,가솔린,1490,avante
1792,아반떼 AD,1.6 LPI 스마트(렌터카),17/07식(18년형),96478,LPG(일반인 구입),1160,avante
1793,아반떼 AD,1.6 GDI 스마트,15/11식(16년형),87825,가솔린,650,avante
1794,아반떼 AD,1.6 LPI 스마트(렌터카),17/05식(18년형),77555,LPG(일반인 구입),1259,avante
1795,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/06식,108858,가솔린,849,avante
1796,더 뉴 아반떼,1.6 VGT 스타일,13/11식(14년형),128698,디젤,589,avante
1797,아반떼 MD,M16 GDI 럭셔리,11/01식,126820,가솔린,615,avante
1798,더 뉴 아반떼,1.6 VGT 스마트 기본형,14/08식(15년형),123161,디젤,665,avante
1799,더 뉴 아반떼,1.6 GDi 모던 기본형,14/08식(15년형),58116,가솔린,999,avante
1800,아반떼 MD,M16 GDI 럭셔리,10/10식(11년형),106047,가솔린,589,avante
1801,아반떼 AD,1.6 GDI 모던 스페셜,15/11식(16년형),46661,가솔린,1000,avante
1802,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/02식,120000,가솔린,780,avante
1803,아반떼 AD,1.6 터보 스포츠,16/12식(17년형),112082,가솔린,990,avante
1804,아반떼 AD,1.6 GDI 모던,17/04식,62060,가솔린,1380,avante
1805,아반떼 AD,1.6 GDI 스마트,16/02식,59011,가솔린,1280,avante
1806,아반떼 HD,1.6 VVT E16 디럭스,09/06식,79921,가솔린,320,avante
1807,아반떼 AD,1.6 터보 스포츠 익스트림 셀렉션,16/04식(17년형),78688,가솔린,1499,avante
1808,아반떼 MD,M16 GDI 블루세이버,11/09식(12년형),139232,가솔린,530,avante
1809,아반떼 AD,1.6 터보 스포츠,17/01식,103907,가솔린,1100,avante
1810,더 뉴 아반떼 AD,1.6 스마트,18/12식(19년형),38570,가솔린,1838,avante
1811,아반떼 (CN7),1.6 터보 N Line 인스퍼레이션,21/06식,18790,가솔린,2230,avante
1812,아반떼 MD,M16 GDI 프리미어,11/09식(12년형),119413,가솔린,560,avante
1813,아반떼 AD,1.6 GDI 스마트,17/10식(18년형),13736,가솔린,1290,avante
1814,아반떼 AD,1.6 터보 스포츠,16/06식(17년형),97044,가솔린,1320,avante
1815,더 뉴 아반떼,1.6 GDi 모던 기본형,14/07식(15년형),56122,가솔린,1070,avante
1816,더 뉴 아반떼 AD,1.6 스마트,20/03식,18966,가솔린,1750,avante
1817,더 뉴 아반떼 AD,1.6 스마트,19/01식,83301,가솔린,1320,avante
1818,아반떼 MD,M16 GDI 럭셔리,10/09식(11년형),112966,가솔린,640,avante
1819,아반떼 AD,1.6 GDI 스타일,16/02식,165233,가솔린,750,avante
1820,아반떼 AD,1.6 GDI 밸류 플러스,17/09식(18년형),102387,가솔린,1100,avante
1821,더 뉴 아반떼 AD,1.6 스마트,19/06식(20년형),74676,가솔린,1450,avante
1822,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/10식(15년형),118380,가솔린,810,avante
1823,아반떼 HD,1.6 VVT S16 럭셔리,10/01식,213776,가솔린,389,avante
1824,아반떼 MD,M16 GDI 프리미어,11/12식(12년형),102201,가솔린,690,avante
1825,아반떼 MD,M16 GDI 탑,11/09식(12년형),136277,가솔린,620,avante
1826,아반떼 AD,1.6 LPI 스마트(렌터카),17/12식(18년형),93151,LPG(일반인 구입),1150,avante
1827,아반떼 MD,M16 GDI 탑,10/11식(11년형),83559,가솔린,750,avante
1828,아반떼 MD,M16 GDI 프리미어,12/05식,123730,가솔린,637,avante
1829,더 뉴 아반떼,1.6 VGT 텐밀리언 리미티드 기본형,15/02식,164360,디젤,759,avante
1831,아반떼 MD,M16 GDI 에비뉴,13/07식(14년형),54981,가솔린,830,avante
1832,아반떼 MD,M16 GDI 럭셔리,10/08식(11년형),145745,가솔린,580,avante
1833,아반떼 AD,1.6 GDI 스마트,15/10식(16년형),13460,가솔린,1399,avante
1834,아반떼 AD,1.6 GDI 밸류 플러스,17/06식(18년형),15197,가솔린,1520,avante
1835,아반떼 AD,1.6 GDI 밸류 플러스,18/02식,40553,가솔린,1370,avante
1836,아반떼 MD,M16 GDI 프리미어,11/11식(12년형),80608,가솔린,719,avante
1837,아반떼 MD,M16 GDI 럭셔리,10/12식(11년형),63839,가솔린,659,avante
1838,아반떼 MD,M16 GDI 프리미엄,12/11식(13년형),83463,가솔린,870,avante
1839,아반떼 AD,1.6 LPI 스마트(렌터카),17/07식(18년형),96478,LPG(일반인 구입),1160,avante
1840,아반떼 하이브리드 (CN7),인스퍼레이션,20/08식(21년형),47000,가솔린+전기,2800,avante
1841,아반떼 AD,1.6 GDI 밸류 플러스,16/10식(17년형),47000,가솔린,1400,avante
1842,더 뉴 아반떼 AD,1.6 LPi 스마트(렌터카용),19/06식(20년형),109227,LPG(일반인 구입),1199,avante
1843,아반떼 AD,1.6 GDI 스타일,16/04식,46516,가솔린,1190,avante
1844,아반떼 (CN7),1.6 인스퍼레이션,21/02식,23520,가솔린,2450,avante
1845,더 뉴 아반떼,1.6 GDi 스마트 기본형,15/05식(16년형),126187,가솔린,690,avante
1846,아반떼 AD,1.6 GDI 밸류 플러스,18/01식,63530,가솔린,1170,avante
1847,아반떼 MD,M16 GDI 디럭스,11/03식,97247,가솔린,530,avante
1848,아반떼 AD,1.6 GDI 밸류 플러스,17/04식(18년형),35349,가솔린,1170,avante
1849,아반떼 MD,M16 GDI 럭셔리,12/07식,98405,가솔린,480,avante
1850,아반떼 AD,1.6 e-VGT 스마트 스페셜,15/11식(16년형),96965,디젤,1020,avante
1851,아반떼 HD,1.6 VVT S16 럭셔리,08/08식,108456,가솔린,350,avante
1852,더 뉴 아반떼,1.6 GDi 모던 기본형,14/07식(15년형),56122,가솔린,1070,avante
1853,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,37016,가솔린,1190,avante
1854,아반떼 AD,1.6 LPI 스마트(렌터카),17/12식(18년형),93151,LPG(일반인 구입),1150,avante
1855,아반떼 MD,M16 GDI 프리미어,12/06식,92763,가솔린,649,avante
1856,아반떼 AD,1.6 GDI 스타일,16/07식(17년형),125717,가솔린,530,avante
1857,아반떼 AD,1.6 GDI 밸류 플러스,17/02식,85812,가솔린,1240,avante
1858,더 뉴 아반떼,1.6 GDi 스마트 기본형,13/07식(14년형),137976,가솔린,690,avante
1859,아반떼 AD,1.6 GDI 스마트,15/12식(16년형),108000,가솔린,930,avante
1860,아반떼 AD,1.6 GDI 스마트,15/10식(16년형),157766,가솔린,860,avante
1861,아반떼 MD,M16 GDI 프리미어,12/03식,72000,가솔린,750,avante
1862,아반떼 AD,1.6 GDI 스마트,16/06식(17년형),69124,가솔린,1280,avante
1863,아반떼 AD,1.6 GDI 스마트,16/11식(17년형),22996,가솔린,1290,avante
1864,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,68828,가솔린,1290,avante
1865,더 뉴 아반떼 AD,1.6 스마트,19/01식,72388,가솔린,1490,avante
1866,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,68063,가솔린,1280,avante
1867,더 뉴 아반떼 AD,1.6 스마트,19/04식,40641,가솔린,1620,avante
1868,더 뉴 아반떼 AD,1.6 스마트 초이스,19/10식(20년형),45394,가솔린,1700,avante
1869,아반떼 AD,1.6 LPI 스타일(렌터카),16/03식,49521,LPG(일반인 구입),980,avante
1870,더 뉴 아반떼,1.6 LPi 스타일,15/04식(16년형),161300,LPG(일반인 구입),590,avante
1871,더 뉴 아반떼 AD,1.6 스타일,18/11식(19년형),9000,가솔린,1340,avante
1872,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/01식,76757,가솔린,890,avante
1873,아반떼 AD,1.6 GDI 밸류 플러스,18/01식,65459,가솔린,1330,avante
1874,더 뉴 아반떼 AD,1.6 LPi 스마트(렌터카용),19/06식(20년형),109227,LPG(일반인 구입),1199,avante
1875,아반떼 MD,M16 GDI 모던,12/09식(13년형),90422,가솔린,849,avante
1876,아반떼 (CN7),1.6 인스퍼레이션,21/01식,10346,가솔린,2550,avante
1877,아반떼 MD,M16 GDI 럭셔리,11/05식(12년형),110653,가솔린,620,avante
1878,더 뉴 아반떼 AD,1.6 스마트,20/02식,30706,가솔린,1700,avante
1879,아반떼 AD,1.6 터보 스포츠,16/11식(17년형),34429,가솔린,1249,avante
1880,아반떼 AD,1.6 GDI 스타일,16/04식,46516,가솔린,1190,avante
1882,아반떼 MD,M16 GDI 스마트,13/04식(14년형),64561,가솔린,740,avante
1883,더 뉴 아반떼 AD,1.6 스마트,18/10식(19년형),108390,가솔린,1199,avante
1884,아반떼 AD,1.6 터보 스포츠,16/05식(17년형),101110,가솔린,1020,avante
1885,더 뉴 아반떼 AD,1.6 LPi 스마트(렌터카용),19/04식,31051,LPG(일반인 구입),1350,avante
1886,아반떼 AD,1.6 GDI 프리미엄,16/01식,43239,가솔린,1678,avante
1887,아반떼 (CN7),1.6 인스퍼레이션,21/02식,23520,가솔린,2450,avante
1888,아반떼 AD,1.6 GDI 모던,15/11식(16년형),47178,가솔린,1420,avante
1889,아반떼 MD,M16 GDI 탑,11/10식(12년형),104682,가솔린,720,avante
1890,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47272,가솔린,1250,avante
1891,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),22227,가솔린,1430,avante
1892,아반떼 AD,1.6 GDI 밸류 플러스,18/04식,92934,가솔린,1300,avante
1893,아반떼 AD,1.6 GDI 스마트,16/06식(17년형),69124,가솔린,1280,avante
1894,더 뉴 아반떼,1.6 VGT 스마트 기본형,15/07식(16년형),119000,디젤,740,avante
1895,아반떼 MD,M16 GDI 스마트,12/10식(13년형),110000,가솔린,750,avante
1896,아반떼 AD,1.6 GDI 스마트,16/01식,80000,가솔린,1255,avante
1897,아반떼 AD,1.6 LPI 스타일(렌터카),17/07식(18년형),110000,LPG(일반인 구입),990,avante
1898,더 뉴 아반떼,1.6 GDi 모던 기본형,13/12식(14년형),114437,가솔린,760,avante
1899,아반떼 AD,1.6 e-VGT 프리미엄,18/03식,94669,디젤,1480,avante
1900,아반떼 AD,1.6 GDI 스마트,16/11식(17년형),22996,가솔린,1290,avante
1901,아반떼 AD,1.6 GDI 밸류 플러스,17/01식,47272,가솔린,1250,avante
1902,아반떼 MD,M16 GDI 럭셔리,11/05식(12년형),110653,가솔린,620,avante
1903,아반떼 AD,1.6 GDI 스마트,16/07식(17년형),22227,가솔린,1430,avante
1904,아반떼 AD,1.6 GDI 밸류 플러스,18/04식,92934,가솔린,1300,avante
1905,아반떼 AD,1.6 GDI 스마트,16/06식(17년형),69124,가솔린,1280,avante
1906,더 뉴 아반떼,1.6 VGT 스마트 기본형,15/07식(16년형),119000,디젤,740,avante
1907,아반떼 MD,M16 GDI 스마트,12/10식(13년형),110000,가솔린,750,avante
1908,아반떼 AD,1.6 GDI 스마트,16/01식,80000,가솔린,1255,avante
1909,아반떼 AD,1.6 LPI 스타일(렌터카),17/07식(18년형),110000,LPG(일반인 구입),990,avante
1910,더 뉴 아반떼,1.6 GDi 모던 기본형,13/12식(14년형),114437,가솔린,760,avante
1911,아반떼 AD,1.6 e-VGT 프리미엄,18/03식,94669,디젤,1480,avante
1912,아반떼 AD,1.6 GDI 스마트,16/11식(17년형),22996,가솔린,1290,avante
1913,아반떼 AD,1.6 GDI 밸류 플러스,18/03식,68828,가솔린,1290,avante
1914,더 뉴 아반떼 AD,1.6 스마트,19/01식,72388,가솔린,1490,avante
1915,아반떼 AD,1.6 GDI 스마트,15/12식(16년형),59948,가솔린,999,avante
1916,아반떼 AD,1.6 GDI 밸류 플러스,18/08식,68063,가솔린,1280,avante
1917,아반떼 MD,M16 GDI 탑,12/07식,91062,가솔린,719,avante
1918,아반떼 AD,1.6 GDI 밸류 플러스,18/06식,67814,가솔린,1390,avante
1919,아반떼 MD,M16 GDI 프리미엄,13/06식(14년형),88115,가솔린,899,avante
1920,더 뉴 아반떼 AD,1.6 스마트,19/04식,40641,가솔린,1620,avante
1921,더 뉴 아반떼 AD,1.6 스마트 초이스,19/10식(20년형),45394,가솔린,1700,avante
1922,아반떼 AD,1.6 터보 스포츠,17/01식,85273,가솔린,1420,avante
1923,아반떼 AD,1.6 GDI 밸류 플러스,18/09식,13758,가솔린,1510,avante
1924,더 뉴 아반떼 AD,1.6 스타일,18/10식(19년형),42529,가솔린,1499,avante
1925,아반떼 AD,1.6 터보 스포츠,16/11식(17년형),34429,가솔린,1249,avante
1926,아반떼 (CN7),1.6 인스퍼레이션,20/08식(21년형),11191,가솔린,2490,avante
1927,아반떼 MD,M16 GDI 탑,11/01식,153725,가솔린,630,avante
1928,더 뉴 아반떼,1.6 GDi 모던 기본형,15/04식,35384,가솔린,1130,avante
1929,아반떼 MD,M16 GDI 스마트,13/04식(14년형),64561,가솔린,740,avante
1931,더 뉴 아반떼 AD,1.6 스마트,19/11식(20년형),50865,가솔린,1550,avante
1932,아반떼 AD,1.6 GDI 모던 스페셜,16/07식(17년형),18366,가솔린,1560,avante
1933,더 뉴 아반떼 AD,1.6 스마트 초이스,20/01식,32500,가솔린,777,avante
1934,아반떼 MD,M16 GDI 럭셔리,10/11식(11년형),99637,가솔린,570,avante
1935,아반떼 MD,M16 GDI 프리미어,12/03식,118800,가솔린,590,avante
1936,아반떼 MD,M16 GDI 블루세이버,12/02식,100580,가솔린,730,avante
1937,아반떼 MD,M16 GDI 럭셔리,12/04식,158715,가솔린,530,avante
1938,더 뉴 아반떼,1.6 GDi 모던 기본형,14/12식(15년형),27897,가솔린,1010,avante
1939,아반떼 AD,1.6 e-VGT 스마트,16/04식,88306,디젤,1069,avante
1940,더 뉴 아반떼 AD,1.6 스마트,19/09식(20년형),49995,가솔린,1670,avante
1941,아반떼 MD,M16 GDI 럭셔리,10/10식(11년형),167704,가솔린,550,avante
1942,더 뉴 아반떼,1.6 GDi 스마트 기본형,14/10식(15년형),75009,가솔린,949,avante
1943,아반떼 MD,M16 GDI 럭셔리,11/11식(12년형),174258,가솔린,320,avante
