,model,option,year,odometer,fuel,price,car
1,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/04식(19년형),65824,디젤,2530,santafe
2,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,16/01식,59292,디젤,2140,santafe
3,싼타페 TM,가솔린 2.0T 4WD 인스퍼레이션,19/03식,58145,가솔린,3190,santafe
4,더 뉴 싼타페,디젤 2.2 2WD 프리미엄 초이스,21/05식,40177,디젤,3080,santafe
5,싼타페 TM,디젤 2.2 2WD 프레스티지,19/01식,44219,디젤,2999,santafe
6,싼타페 TM,디젤 2.0 2WD 프리미엄,20/03식,10156,디젤,2799,santafe
7,싼타페 TM,디젤 2.2 2WD 인스퍼레이션,20/03식,45003,디젤,3490,santafe
8,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,15/06식(16년형),94135,디젤,2000,santafe
9,더 뉴 싼타페,디젤 2.2 2WD 프리미엄 초이스,21/05식,40177,디젤,3080,santafe
10,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,16/01식,59292,디젤,2140,santafe
11,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,14/03식(15년형),126589,디젤,1550,santafe
12,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/04식(19년형),65824,디젤,2530,santafe
13,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/01식,178529,디젤,1180,santafe
14,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/04식(18년형),22769,디젤,2390,santafe
15,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,15/07식(16년형),77185,디젤,1999,santafe
16,싼타페 TM,디젤 2.0 2WD 인스퍼레이션,18/11식(19년형),97913,디젤,2830,santafe
17,더 뉴 싼타페,디젤 2.2 2WD 프레스티지,20/10식(21년형),27801,디젤,3340,santafe
18,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/09식(19년형),84762,디젤,2650,santafe
19,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/10식(19년형),11522,디젤,2990,santafe
20,싼타페 TM,디젤 2.2 4WD 프레스티지,18/09식(19년형),97122,디젤,2750,santafe
21,싼타페 TM,디젤 2.0 2WD 프리미엄,18/04식(19년형),78256,디젤,2450,santafe
22,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,14/01식,119474,디젤,1580,santafe
23,더 뉴 싼타페,디젤 2.2 2WD 프레스티지,20/08식(21년형),18041,디젤,3390,santafe
24,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,12/07식(13년형),123887,디젤,1339,santafe
25,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,13/07식(14년형),154135,디젤,1220,santafe
26,싼타페 TM,가솔린 2.0T 4WD 인스퍼레이션,19/03식,58145,가솔린,3190,santafe
27,싼타페 더 프라임,디젤 2.0 4WD 1 밀리언,17/07식(18년형),65395,디젤,2590,santafe
28,싼타페 더 프라임,디젤 2.2 4WD 익스클루시브 스페셜,15/12식(16년형),61228,디젤,2210,santafe
29,싼타페 TM,디젤 2.0 4WD 프리미엄,18/11식(19년형),17948,디젤,2730,santafe
30,싼타페 TM,가솔린 2.0T 2WD 인스퍼레이션,19/06식(20년형),20007,가솔린,3530,santafe
31,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/03식(19년형),91630,디젤,2650,santafe
32,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/02식,69209,디젤,2080,santafe
33,싼타페 TM,디젤 2.0 2WD 프리미엄,18/08식(19년형),82671,디젤,2420,santafe
34,싼타페 TM,디젤 2.0 2WD 인스퍼레이션,18/11식(19년형),97913,디젤,2830,santafe
35,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/06식(15년형),128115,디젤,1350,santafe
37,싼타페 TM,디젤 2.2 4WD 프레스티지,18/11식(19년형),48460,디젤,9999,santafe
38,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/07식(16년형),93453,디젤,1720,santafe
39,싼타페 TM,디젤 2.0 2WD 모던,18/04식(19년형),72254,디젤,2120,santafe
40,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/09식(19년형),84762,디젤,2650,santafe
41,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/04식(18년형),22769,디젤,2390,santafe
42,싼타페 TM,디젤 2.2 4WD 프레스티지,18/09식(19년형),97122,디젤,2750,santafe
43,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/03식(19년형),101163,디젤,2480,santafe
44,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,18/01식,121423,디젤,1799,santafe
45,더 뉴 싼타페,디젤 2.2 2WD 프레스티지,20/10식(21년형),27801,디젤,3340,santafe
46,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,14/01식,119474,디젤,1580,santafe
47,더 뉴 싼타페,가솔린 2.5T 2WD 프레스티지,21/04식,5801,가솔린,3590,santafe
48,싼타페 CM,2WD(2.0 e-VGT) MLX 럭셔리,09/07식(10년형),100055,디젤,670,santafe
49,싼타페 TM,디젤 2.0 4WD 익스클루시브,18/11식(19년형),33345,디젤,2799,santafe
50,싼타페 더 프라임,디젤 2.2 2WD 프리미엄,16/07식,110731,디젤,1430,santafe
51,싼타페 CM,2WD(2.0 e-VGT) MLX 럭셔리,09/07식(10년형),100055,디젤,670,santafe
52,싼타페 TM,디젤 2.0 4WD 익스클루시브,18/11식(19년형),33345,디젤,2799,santafe
53,싼타페 더 프라임,디젤 2.2 2WD 프리미엄,16/07식,110731,디젤,1430,santafe
54,싼타페 더 프라임,디젤 2.0 4WD 1 밀리언,16/12식(17년형),110367,디젤,1890,santafe
55,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,14/03식(15년형),126589,디젤,1550,santafe
56,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/12식(17년형),55815,디젤,2070,santafe
57,싼타페 TM,가솔린 2.0T 2WD 인스퍼레이션,19/10식(20년형),48660,가솔린,3390,santafe
58,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,13/10식(14년형),172264,디젤,1160,santafe
59,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/03식(19년형),107528,디젤,2420,santafe
60,싼타페 TM,가솔린 2.0T 2WD 프레스티지,19/07식(20년형),32720,가솔린,3230,santafe
61,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,17/08식(18년형),50745,디젤,2050,santafe
62,싼타페 TM,디젤 2.0 4WD 프리미엄,18/11식(19년형),17948,디젤,2730,santafe
63,싼타페 더 프라임,디젤 2.2 2WD 익스클루시브 스페셜,16/04식,173490,디젤,1690,santafe
64,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/03식(19년형),91630,디젤,2650,santafe
65,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,12/10식(13년형),121874,디젤,1350,santafe
66,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/05식,170784,디젤,1250,santafe
67,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,12/06식(13년형),126045,디젤,1380,santafe
68,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/02식,69209,디젤,2080,santafe
69,더 뉴 싼타페,디젤 2.2 4WD 캘리그래피,21/12식,7398,디젤,4470,santafe
70,싼타페 TM,디젤 2.0 2WD 프리미엄,18/05식(19년형),32516,디젤,2550,santafe
71,싼타페 TM,디젤 2.0 2WD 모던,18/04식(19년형),72254,디젤,2120,santafe
72,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브 스페셜,17/08식(18년형),29222,디젤,2390,santafe
73,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/03식(19년형),101163,디젤,2480,santafe
75,싼타페 TM,디젤 2.0 2WD 프리미엄,18/08식(19년형),82671,디젤,2420,santafe
76,싼타페 더 프라임,디젤 2.0 4WD 1 밀리언,16/12식(17년형),110367,디젤,1890,santafe
77,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/07식(19년형),87425,디젤,2390,santafe
78,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브 스페셜,15/08식,87859,디젤,1620,santafe
79,싼타페 TM,디젤 2.0 2WD 익스클루시브,20/04식,34450,디젤,2800,santafe
80,더 뉴 싼타페,디젤 2.2 2WD 프레스티지,21/01식,22826,디젤,3799,santafe
81,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/06식,87488,디젤,1950,santafe
82,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/03식(19년형),115669,디젤,2220,santafe
83,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/03식(19년형),107528,디젤,2420,santafe
84,싼타페 TM,디젤 2.0 2WD 프리미엄,19/02식,40900,디젤,1890,santafe
85,싼타페 TM,디젤 2.0 4WD 익스클루시브,18/11식(19년형),33345,디젤,2799,santafe
86,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/12식(17년형),55815,디젤,2070,santafe
87,싼타페 TM,디젤 2.2 4WD 프레스티지,18/11식(19년형),48460,디젤,9999,santafe
88,싼타페 TM,디젤 2.0 2WD 프리미엄,18/06식(19년형),99194,디젤,2259,santafe
89,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,13/04식,45902,디젤,1580,santafe
90,싼타페 TM,가솔린 2.0T 2WD 인스퍼레이션,19/10식(20년형),48660,가솔린,3390,santafe
91,싼타페 TM,가솔린 2.0T 2WD 익스클루시브,19/08식(20년형),29464,가솔린,2790,santafe
92,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브,15/10식(16년형),67527,디젤,1850,santafe
93,싼타페 TM,가솔린 2.0T 2WD 인스퍼레이션,20/06식,15277,가솔린,3550,santafe
94,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/05식(18년형),92186,디젤,2150,santafe
95,싼타페 더 프라임,디젤 2.0 2WD 모던,15/10식(16년형),94746,디젤,1690,santafe
96,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,12/10식(13년형),217034,디젤,1050,santafe
97,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,17/08식(18년형),50745,디젤,2050,santafe
98,싼타페 CM,2WD(2.2VGT) MLX 기본형,06/12식(07년형),170000,디젤,249,santafe
99,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/05식(19년형),59002,디젤,2680,santafe
100,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/06식,95306,디젤,1799,santafe
101,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/06식,95306,디젤,1799,santafe
102,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/10식(15년형),46879,디젤,1850,santafe
103,더 뉴 싼타페,HEV 1.6 2WD 캘리그래피,21/07식(22년형),7777,가솔린+전기,4540,santafe
104,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,15/02식,107330,디젤,1430,santafe
105,싼타페 DM,디젤(e-VGT) 2.0 4WD 프리미엄,13/08식(14년형),145977,디젤,1370,santafe
106,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/03식(19년형),94271,디젤,2390,santafe
107,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/01식,88071,디젤,1860,santafe
108,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/11식(18년형),42623,디젤,2190,santafe
109,싼타페 TM,가솔린 2.0T 2WD 익스클루시브 스페셜,18/05식(19년형),24557,가솔린,2630,santafe
110,싼타페 TM,가솔린 2.0T 2WD 익스클루시브,19/08식(20년형),29464,가솔린,2790,santafe
111,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,12/07식(13년형),112582,디젤,1390,santafe
112,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브,15/10식(16년형),67527,디젤,1850,santafe
113,싼타페 더 프라임,디젤 2.2 4WD 프리미엄,16/01식,108870,디젤,1460,santafe
114,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,15/05식,134645,디젤,1450,santafe
115,싼타페 더 프라임,디젤 2.0 4WD 프리미엄,17/05식(18년형),70070,디젤,1920,santafe
116,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/09식(16년형),79794,디젤,1529,santafe
117,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,12/05식(13년형),134503,디젤,1390,santafe
118,싼타페 TM,가솔린 2.0T 2WD 인스퍼레이션,20/06식,15277,가솔린,3550,santafe
119,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/05식(18년형),92186,디젤,2150,santafe
120,싼타페 TM,디젤 2.2 4WD 프레스티지,19/10식(20년형),23553,디젤,3290,santafe
121,더 뉴 싼타페,가솔린 2.5T 4WD 캘리그래피,21/04식,22700,가솔린,4000,santafe
122,싼타페 TM,디젤 2.0 4WD 프리미엄,18/03식(19년형),85183,디젤,2340,santafe
123,싼타페 더 프라임,디젤 2.0 2WD 모던,15/10식(16년형),94746,디젤,1690,santafe
124,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,14/06식(15년형),68834,디젤,1650,santafe
125,싼타페 더 프라임,가솔린 2.0 터보 2WD 밸류 플러스,17/04식(18년형),72839,가솔린,2100,santafe
126,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/05식(19년형),59002,디젤,2680,santafe
127,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/02식,193864,디젤,1150,santafe
128,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/01식,125184,디젤,1450,santafe
129,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/05식(18년형),41213,디젤,2349,santafe
131,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/05식,52018,디젤,2090,santafe
132,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/05식(19년형),36199,디젤,2750,santafe
133,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/10식,68200,디젤,1999,santafe
134,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,15/07식(16년형),87153,디젤,1850,santafe
135,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/01식,88071,디젤,1860,santafe
136,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/07식(19년형),35101,디젤,2750,santafe
137,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/02식,153143,디젤,1380,santafe
138,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,13/01식,81016,디젤,1570,santafe
139,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,15/09식(16년형),57819,디젤,1990,santafe
140,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/10식(15년형),172323,디젤,999,santafe
141,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/01식,57092,디젤,1890,santafe
142,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/03식(19년형),94271,디젤,2390,santafe
143,싼타페 TM,가솔린 2.0T 2WD 익스클루시브,20/06식,9937,가솔린,3020,santafe
144,싼타페 TM,디젤 2.2 4WD 인스퍼레이션,19/01식,57762,디젤,3230,santafe
145,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,15/01식,176247,디젤,1249,santafe
146,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/08식(19년형),65732,디젤,2530,santafe
147,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,14/01식,46444,디젤,1850,santafe
148,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/10식(16년형),126944,디젤,1579,santafe
149,싼타페 TM,디젤 2.2 4WD 인스퍼레이션,19/07식(20년형),43276,디젤,3240,santafe
150,싼타페 TM,디젤 2.0 2WD 프리미엄,18/04식(19년형),66449,디젤,2290,santafe
151,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,15/01식,176247,디젤,1249,santafe
152,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/08식(19년형),65732,디젤,2530,santafe
153,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,14/01식,46444,디젤,1850,santafe
154,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/10식(16년형),126944,디젤,1579,santafe
155,싼타페 TM,디젤 2.2 4WD 인스퍼레이션,19/07식(20년형),43276,디젤,3240,santafe
156,싼타페 TM,디젤 2.0 2WD 프리미엄,18/04식(19년형),66449,디젤,2290,santafe
157,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/11식(18년형),42623,디젤,2190,santafe
158,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/11식(19년형),37414,디젤,2699,santafe
159,싼타페 TM,가솔린 2.0T 2WD 익스클루시브,20/03식,53739,가솔린,2350,santafe
160,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브 스페셜,14/05식(15년형),49316,디젤,1750,santafe
161,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,15/06식,136125,디젤,1430,santafe
162,싼타페 DM,디젤(e-VGT) 2.2 4WD 스마트,13/12식(14년형),50307,디젤,1490,santafe
163,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/05식(18년형),41213,디젤,2349,santafe
164,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/04식,99457,디젤,1750,santafe
165,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/05식,52018,디젤,2090,santafe
166,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브 스페셜,15/02식,120250,디젤,1699,santafe
167,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,13/08식(14년형),215391,디젤,1099,santafe
168,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,12/11식(13년형),170000,디젤,1080,santafe
169,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/10식,68200,디젤,1999,santafe
170,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,15/07식(16년형),87153,디젤,1850,santafe
171,싼타페 TM,디젤 2.0 2WD 익스클루시브,19/01식,111516,디젤,2350,santafe
172,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/10식(14년형),176136,디젤,1350,santafe
173,싼타페 TM,디젤 2.0 2WD 익스클루시브,18/07식(19년형),35101,디젤,2750,santafe
174,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,17/01식,77696,디젤,1790,santafe
175,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/08식(16년형),80639,디젤,1740,santafe
176,싼타페 더 프라임,디젤 2.2 2WD 익스클루시브 스페셜,16/01식,122482,디젤,1799,santafe
177,싼타페 TM,디젤 2.0 2WD 모던,18/11식(19년형),89402,디젤,2150,santafe
178,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,13/09식(14년형),64997,디젤,1429,santafe
179,싼타페 CM,2WD(2.0 e-VGT) MLX 럭셔리,12/06식,126673,디젤,859,santafe
181,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/01식,57092,디젤,1890,santafe
182,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,13/01식,146728,디젤,1199,santafe
183,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/06식,95154,디젤,1750,santafe
184,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/02식(15년형),98326,디젤,1520,santafe
185,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/11식(19년형),45160,디젤,2720,santafe
186,싼타페 TM,디젤 2.0 2WD 프리미엄,18/04식(19년형),66449,디젤,2290,santafe
187,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,14/01식,173658,디젤,1130,santafe
188,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,12/06식(13년형),169771,디젤,1170,santafe
189,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/06식,53682,디젤,1880,santafe
190,싼타페 TM,디젤 2.0 4WD 프리미엄,18/05식(19년형),59344,디젤,2519,santafe
191,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,17/02식,70609,디젤,1890,santafe
192,싼타페 더 프라임,디젤 2.0 4WD 프리미엄,15/09식(16년형),138012,디젤,1550,santafe
193,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,13/05식,90949,디젤,1330,santafe
194,싼타페 TM,디젤 2.0 2WD 프리미엄,18/07식(19년형),61718,디젤,2230,santafe
195,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,13/09식(14년형),64997,디젤,1429,santafe
196,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/07식,128859,디젤,1790,santafe
197,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/06식(19년형),72928,디젤,2750,santafe
198,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/08식(16년형),133108,디젤,1450,santafe
199,싼타페 TM,디젤 2.0 2WD 모던,18/11식(19년형),89402,디젤,2150,santafe
200,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,18/04식,114103,디젤,1900,santafe
201,싼타페 TM,디젤 2.2 2WD 익스클루시브,18/06식(19년형),72928,디젤,2750,santafe
202,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/08식(16년형),133108,디젤,1450,santafe
203,싼타페 TM,디젤 2.0 2WD 모던,18/11식(19년형),89402,디젤,2150,santafe
204,싼타페 TM,디젤 2.0 2WD 프리미엄,18/12식(19년형),93558,디젤,2250,santafe
205,싼타페 더 프라임,디젤 2.0 4WD 밸류 플러스,17/06식(18년형),59513,디젤,2300,santafe
206,싼타페 CM,2WD(2.0 e-VGT) MLX 럭셔리,10/01식,154985,디젤,590,santafe
207,싼타페 TM,디젤 2.0 2WD 프리미엄,18/04식(19년형),34321,디젤,2750,santafe
208,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,12/11식(13년형),153331,디젤,1130,santafe
209,싼타페 CM,2WD(2.0 e-VGT) MLX 럭셔리,09/08식(10년형),99292,디젤,730,santafe
210,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,12/09식(13년형),152405,디젤,1070,santafe
211,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/11식(19년형),45160,디젤,2720,santafe
212,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,18/04식,114103,디젤,1900,santafe
213,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/12식(18년형),76557,디젤,2090,santafe
214,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/06식(19년형),114827,디젤,2490,santafe
215,싼타페 CM,4WD(2.2VGT) MLX 고급형,07/05식,215596,디젤,355,santafe
216,싼타페 더 프라임,디젤 2.0 4WD 1 밀리언,16/11식(17년형),68064,디젤,2349,santafe
217,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브,16/09식,92624,디젤,1859,santafe
218,싼타페 TM,디젤 2.0 4WD 프리미엄,18/05식(19년형),59344,디젤,2519,santafe
219,싼타페 TM,디젤 2.0 4WD 익스클루시브,18/10식(19년형),52342,디젤,2750,santafe
220,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,17/02식,70609,디젤,1890,santafe
221,싼타페 TM,디젤 2.0 2WD 프리미엄,18/12식(19년형),93558,디젤,2250,santafe
222,싼타페 TM,디젤 2.2 2WD 인스퍼레이션,18/11식(19년형),69320,디젤,2899,santafe
223,싼타페 CM,2WD(2.0VGT) CLX 최고급형,09/02식,188154,디젤,399,santafe
224,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/09식,123013,디젤,1590,santafe
225,싼타페 더 프라임,디젤 2.0 4WD 프리미엄,17/05식(18년형),70678,디젤,1489,santafe
226,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브,15/11식(16년형),60422,디젤,2050,santafe
227,싼타페 TM,디젤 2.2 4WD 인스퍼레이션,18/07식(19년형),82086,디젤,3100,santafe
228,싼타페 더 프라임,디젤 2.0 4WD 밸류 플러스,17/07식(18년형),80046,디젤,2030,santafe
229,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,12/11식(13년형),53825,디젤,1380,santafe
230,싼타페 더 프라임,디젤 2.0 2WD 1 밀리언,16/12식(17년형),71842,디젤,2100,santafe
231,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,12/09식(13년형),160346,디젤,1030,santafe
232,더 뉴 싼타페,디젤 2.2 2WD 캘리그래피,21/02식,8725,디젤,4050,santafe
233,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/10식(16년형),165203,디젤,1399,santafe
234,싼타페 더 프라임,디젤 2.0 4WD 밸류 플러스,17/06식(18년형),59513,디젤,2300,santafe
235,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/11식(18년형),58000,디젤,2250,santafe
236,싼타페 CM,2WD(2.0VGT) MLX 기본형,07/11식(08년형),154616,디젤,430,santafe
237,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,13/03식,88837,디젤,1650,santafe
238,싼타페 더 프라임,디젤 2.0 4WD 프리미엄,15/07식(16년형),48775,디젤,1720,santafe
239,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/08식(16년형),133108,디젤,1450,santafe
241,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/07식(14년형),123971,디젤,1330,santafe
242,싼타페 TM,가솔린 2.0T 2WD 익스클루시브 스페셜,18/05식(19년형),42993,가솔린,2900,santafe
243,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/06식(18년형),90764,디젤,1900,santafe
244,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/10식(14년형),153969,디젤,1330,santafe
245,싼타페 더 프라임,디젤 2.2 4WD 1 밀리언 얼티밋,17/04식(18년형),90895,디젤,2320,santafe
246,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/07식(19년형),81792,디젤,2535,santafe
247,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,15/03식,30746,디젤,1950,santafe
248,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/05식,78664,디젤,2150,santafe
249,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브,15/11식(16년형),60422,디젤,2050,santafe
250,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,15/07식(16년형),133288,디젤,1760,santafe
251,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/07식(14년형),123971,디젤,1330,santafe
252,싼타페 TM,가솔린 2.0T 2WD 익스클루시브 스페셜,18/05식(19년형),42993,가솔린,2900,santafe
253,싼타페 더 프라임,디젤 2.0 2WD 밸류 플러스,17/06식(18년형),90764,디젤,1900,santafe
254,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,13/10식(14년형),153969,디젤,1330,santafe
255,싼타페 더 프라임,디젤 2.2 4WD 1 밀리언 얼티밋,17/04식(18년형),90895,디젤,2320,santafe
256,싼타페 TM,디젤 2.0 2WD 익스클루시브 스페셜,18/07식(19년형),81792,디젤,2535,santafe
257,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,15/03식,30746,디젤,1950,santafe
258,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,16/05식,78664,디젤,2150,santafe
259,싼타페 더 프라임,디젤 2.0 4WD 익스클루시브,15/11식(16년형),60422,디젤,2050,santafe
260,싼타페 더 프라임,디젤 2.0 2WD 익스클루시브 스페셜,15/07식(16년형),133288,디젤,1760,santafe
261,싼타페 DM,디젤(e-VGT) 2.0 2WD 스마트,12/11식(13년형),144529,디젤,980,santafe
262,싼타페 TM,가솔린 2.0T 2WD 익스클루시브,20/06식,13064,가솔린,2790,santafe
263,싼타페 TM,가솔린 2.0T 2WD 프레스티지,19/09식(20년형),20103,가솔린,3030,santafe
264,싼타페 더 프라임,디젤 2.0 2WD 프리미엄,15/12식(16년형),187600,디젤,1360,santafe
