,model,option,year,odometer,fuel,price,car
2260,G90,3.8 AWD 럭셔리,19/04식,105542,가솔린,5230,genesis
2261,G80,3.3 GDI AWD 프리미엄 럭셔리,17/12식(18년형),160722,가솔린,2500,genesis
2262,G90,3.8 AWD 프리미엄 럭셔리,19/02식,131048,가솔린,5100,genesis
2263,G80 (RG3),가솔린 2.5 터보 AWD,20/06식(21년형),31792,가솔린,5460,genesis
2264,G80,3.8 GDI AWD 프레스티지,18/03식,90921,가솔린,3299,genesis
2265,G80,3.3 GDI AWD 프리미엄 럭셔리,19/08식,124763,가솔린,2870,genesis
2266,G80,3.3 GDI 럭셔리,18/05식,67934,가솔린,2740,genesis
2267,G80,3.3 T-GDI AWD 스포츠,18/07식,90021,가솔린,3200,genesis
2268,EQ900,3.8 GDI AWD 프리미엄 럭셔리,18/06식,91570,가솔린,4650,genesis
2269,G90,3.8 AWD 럭셔리,19/06식,110822,가솔린,4990,genesis
2270,GV80,2.5T 가솔린 AWD,20/05식,18090,가솔린,6990,genesis
2271,EQ900,3.3 T-GDI AWD 럭셔리,16/06식,44554,가솔린,3730,genesis
2272,EQ900,3.8 GDI AWD 프리미엄 럭셔리,18/03식,90504,가솔린,3790,genesis
2273,G80,3.8 GDI 프레스티지,17/02식,80324,가솔린,3099,genesis
2274,G80,3.3 T-GDI AWD 스포츠,17/01식,167830,가솔린,2988,genesis
2275,G80,3.3 GDI AWD 프리미엄 럭셔리,18/08식,49414,가솔린,3890,genesis
2276,G80,3.3 GDI 럭셔리,17/02식,20581,가솔린,3140,genesis
2277,G90,3.3 T AWD 프리미엄 럭셔리,20/12식(21년형),40187,가솔린,7270,genesis
2278,G70,2.2D AWD 슈프림,18/05식,122375,디젤,2520,genesis
2279,EQ900,3.8 GDI AWD 프리미엄 럭셔리,18/06식,77613,가솔린,4350,genesis
2280,G80 (RG3),가솔린 2.5 터보 2WD,21/11식(22년형),1225,가솔린,4673,genesis
2282,GV70,2.5T 가솔린 AWD,21/10식(22년형),4289,가솔린,6480,genesis
2283,G90,3.8 AWD 프리미엄 럭셔리,18/12식(19년형),82477,가솔린,9999,genesis
2284,G80,2.2D AWD 럭셔리,19/01식,76738,디젤,3650,genesis
2285,G70,3.3T 스포츠 AWD 슈프림,18/04식,26795,가솔린,3550,genesis
2286,G80,3.8 GDI AWD 프레스티지,18/06식,81369,가솔린,3320,genesis
2287,EQ900,3.3 T-GDI AWD 프레스티지,16/06식,180591,가솔린,2790,genesis
2288,G80,3.3 GDI AWD 프리미엄 럭셔리,17/02식,64771,가솔린,3350,genesis
2289,G80,3.3 T-GDI 스포츠,18/03식,138891,가솔린,3080,genesis
2290,G90,3.8 AWD 럭셔리,19/04식,105542,가솔린,5230,genesis
2291,G90,3.8 AWD 프리미엄 럭셔리,19/12식,55904,가솔린,6380,genesis
2292,EQ900,3.8 GDI AWD 프리미엄 럭셔리,16/01식,63305,가솔린,3850,genesis
2293,EQ900,3.8 GDI AWD 프레스티지,16/03식,186568,가솔린,2899,genesis
2294,EQ900,3.8 GDI AWD 프리미엄 럭셔리,18/03식,90504,가솔린,3790,genesis
2295,G80,3.8 GDI 프레스티지,17/02식,80324,가솔린,3099,genesis
2296,더 뉴 G70,가솔린 2.0T 4WD,21/05식,6722,가솔린,4520,genesis
2297,EQ900,3.3 T-GDI AWD 프리미엄 럭셔리,18/12식,85947,가솔린,4439,genesis
2298,G80,3.3 GDI AWD 프리미엄 럭셔리,16/09식(17년형),125755,가솔린,2440,genesis
2299,G80,2.2D 프리미엄 럭셔리,18/05식,144787,디젤,2490,genesis
2300,G70,3.3T 스포츠 AWD 프레스티지,19/01식,32019,가솔린,4070,genesis
2301,G70,2.0T 슈프림,18/04식,105066,가솔린,2540,genesis
2302,G80,3.3 GDI AWD 프리미엄 럭셔리,17/03식,67353,가솔린,3270,genesis
2303,G80,3.3 GDI AWD 프리미엄 럭셔리,19/04식,65725,가솔린,3580,genesis
2304,GV80,3.0 디젤 AWD,20/09식,119661,디젤,5550,genesis
2305,더 뉴 G70,가솔린 3.3T 4WD,20/11식(21년형),8603,가솔린,4930,genesis
2306,G80,3.3 GDI AWD 프리미엄 럭셔리,18/02식,64232,가솔린,3350,genesis
